chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
chr2L,7237975,-,3.69,0.994,0.724,1
chr2L,7279447,+,2.78,1,1,1
chr2L,7280880,-,3.25,1,1,1
chr2L,7295915,+,3.61,1,0.943,1
chr2L,7299011,-,5.09,0.999,0.904,1
chr2L,7307275,-,2.18,1,0.83,1
chr2L,7332872,+,3.32,1,0.791,1
chr2L,7339486,-,3.05,0.985,0.859,1
chr2L,7346482,+,1.72,0.497,0.362,0.631
chr2L,7347970,+,4.58,1,0.961,1
chr2L,7348979,-,3.56,0.922,0.724,1
chr2L,7354071,-,2.44,0.991,0.718,0.995
chr2L,7413006,+,1.81,0.868,0.708,0.913
chr2L,7413846,+,2.88,1,0.853,1
chr2L,7441497,-,3.72,1,0.768,1
chr2L,7450068,-,3.29,1,0.764,1
chr2L,7450425,+,2.36,1,1,1
chr2L,7452635,+,2.3,0.997,0.734,0.999
chr2L,7470239,+,2.04,1,1,1
chr2L,7474734,+,4.88,0.977,0.766,1
chr2L,7479860,+,3.33,0.998,0.723,1
chr2L,7485780,-,4.36,0.945,0.713,1
chr2L,7504668,+,1.87,0.489,0.379,0.643
chr2L,7512838,-,1.81,0.7,0.547,0.83
chr2L,7513098,+,3.32,1,1,1
chr2L,7517242,-,1.54,0.65,0.532,0.767
chr2L,7518891,-,3.76,0.998,0.825,1
chr2L,7524928,+,2.57,1,0.962,1
chr2L,7533674,+,8.61,0.924,0.716,1
chr2L,7535523,+,3.65,0.998,0.842,0.999
chr2L,7538369,-,2.89,0.949,0.714,1
chr2L,7543749,+,3.05,1,0.972,1
chr2L,7556537,-,1.53,0.74,0.71,0.788
chr2L,7556544,-,2.16,0.726,0.669,0.782
chr2L,7556550,-,2.1,0.091,0,0.184
chr2L,7562948,-,1.85,0.61,0.438,0.703
chr2L,7565695,+,3.9,1,1,1
chr2L,7574717,+,3.87,0.996,0.782,1
chr2L,7588419,-,3.16,1,0.84,1
chr2L,7595199,+,1.98,0.233,0.073,0.371
chr2L,7598819,-,1.75,0.905,0.881,0.927
chr2L,7599456,+,1.89,0.874,0.824,0.912
chr2L,7611885,+,2.49,1,0.782,1
chr2L,7625656,+,5.4,0.963,0.744,1
chr2L,7640124,+,3.2,1,0.75,1
chr2L,7645592,+,3.21,0.978,0.788,1
chr2L,7652653,+,3.84,0.995,0.837,0.997
chr2L,7655415,+,2.75,1,0.731,1
chr2L,7660524,-,3.06,1,0.873,1
chr2L,7674411,-,3.13,0.982,0.837,0.992
chr2L,7675958,+,3.98,0.975,0.737,1
chr2L,7676552,-,1.86,0.84,0.632,0.884
chr2L,7688211,-,4.58,1,1,1
chr2L,7696463,-,3.2,0.999,0.912,1
chr2L,7713785,+,4.47,1,1,1
chr2L,7719454,+,4.13,1,1,1
chr2L,7722510,+,3.24,1,1,1
chr2L,7726201,+,2.57,1,0.751,1
chr2L,7730966,+,3.13,0.964,0.718,1
chr2L,7810099,-,3.04,0.98,0.752,1
chr2L,7811947,-,2.99,0.997,0.773,1
chr2L,7812017,-,2.68,1,1,1
chr2L,7817499,-,2.85,1,0.969,1
chr2L,7817985,-,3.36,1,0.76,1
chr2L,7819277,+,3.08,0.995,0.926,1
chr2L,7841438,-,3.78,1,1,1
chr2L,7855601,-,3.05,1,0.956,1
chr2L,7860410,+,3.8,0.999,0.999,0.999
chr2L,7862395,-,3.86,0.976,0.732,1
chr2L,7870482,+,2.57,0.952,0.702,0.994
chr2L,7872394,+,2.35,0.993,0.717,1
chr2L,7897836,+,2.78,0.993,0.784,1
chr2L,7908203,+,2.06,0.82,0.659,0.916
chr2L,7920125,-,2.28,0.972,0.92,1
chr2L,7923861,-,3.27,1,0.787,1
chr2L,7932687,+,3,1,0.993,1
chr2L,7949651,+,2.36,0.846,0.737,0.95
chr2L,7963182,+,2.06,1,0.865,1
chr2L,7970603,+,2.07,0.999,0.999,1
chr2L,7976187,-,3.34,1,0.976,1
chr2L,7985249,-,3.43,0.973,0.966,0.986
chr2L,7991171,-,3.19,1,0.9,1
chr2L,8013231,-,2.23,1,0.749,1
chr2L,8019694,+,2.43,0.705,0.556,0.843
chr2L,8047411,-,4.1,1,1,1
chr2L,8063507,-,3.09,1,0.739,1
chr2L,8093412,-,4.11,0.948,0.756,1
chr2L,8099909,-,2.87,1,0.779,1
chr2L,8119944,+,3.2,0.981,0.758,1
chr2L,8127076,+,6.96,1,1,1
chr2L,8148684,-,2.83,1,0.809,1
chr2L,8161183,+,2.42,0.983,0.703,1
chr2L,8190594,+,3.77,1,0.774,1
chr2L,8205234,-,2.88,1,0.971,1
chr2L,8240674,-,2.34,0.983,0.784,1
chr2L,8241492,-,3.02,1,0.846,1
chr2L,8242592,+,1.82,0.465,0.33,0.594
chr2L,8242657,+,3.04,0.995,0.789,1
chr2L,8251416,+,2.66,1,0.813,1
chr2L,8252453,+,3.19,1,0.849,1
chr2L,8282690,+,2.91,1,0.766,1
chr2L,8284756,-,1.91,0.216,0.143,0.393
chr2L,8284945,-,3.51,1,0.863,1
chr2L,8293047,+,1.53,0.208,0.129,0.334
chr2L,8294774,-,3.84,1,0.993,1
chr2L,8311480,-,21.87,1,1,1
chr2L,8336484,+,3.33,1,0.828,1
chr2L,8350664,+,3.67,1,0.818,1
chr2L,8357501,+,1.77,0.428,0.284,0.563
chr2L,8413545,-,2.47,1,0.837,1
chr2L,8420373,+,3.24,0.942,0.702,1
chr2L,8426684,+,2.26,0.733,0.556,0.843
chr2L,8428700,-,3.26,0.997,0.791,0.999
chr2L,8455513,-,1.47,1,1,1
chr2L,8457657,+,5.21,0.985,0.702,1
chr2L,8467070,+,2.69,1,0.795,1
chr2L,8475965,-,2.83,0.994,0.735,1
chr2L,8547428,-,4.57,1,0.999,1
chr2L,8550215,-,2.64,1,0.713,1
chr2L,8558055,+,3.47,0.985,0.754,1
chr2L,8566092,-,2.17,1,0.742,1
chr2L,8586002,-,3.86,0.991,0.707,0.995
chr2L,8600157,-,3.5,1,1,1
chr2L,8603065,+,4.33,1,0.832,1
chr2L,8604276,-,2.96,0.993,0.811,1
chr2L,8605045,+,4.09,0.998,0.847,1
chr2L,8608780,+,3.42,0.947,0.722,1
chr2L,8611482,+,1.68,0.731,0.63,0.856
chr2L,8625226,+,3.67,1,0.711,1
chr2L,8697674,+,5.35,0.969,0.779,1
chr2L,8701842,+,1.97,0.684,0.55,0.789
chr2L,8705209,-,3.81,0.984,0.708,1
chr2L,8716416,+,3.03,0.967,0.722,1
chr2L,8754089,+,2.77,0.984,0.725,1
chr2L,8756920,+,2.2,0.238,0.104,0.391
chr2L,8762849,-,2.81,1,0.742,1
chr2L,8787608,-,2.13,0.939,0.735,1
chr2L,8811444,+,1.72,0.704,0.617,0.778
chr2L,8822768,+,4.22,1,0.781,1
chr2L,8828898,+,3.61,1,0.797,1
chr2L,8846195,-,4.38,1,0.876,1
chr2L,8853421,-,2.93,0.989,0.802,0.999
chr2L,8858070,-,2.76,0.908,0.703,1
chr2L,8861534,-,2.06,0.664,0.564,0.739
chr2L,8884049,-,4.51,0.227,0.098,0.375
chr2L,8888286,-,4.03,1,0.868,1
chr2L,8905587,-,3.87,0.997,0.898,1
chr2L,8909503,-,2.34,0.303,0.22,0.426
chr2L,8952095,-,4.49,0.999,0.793,1
chr2L,8976513,-,3.05,1,0.916,1
chr2L,8977288,+,1.98,1,0.873,1
chr2L,8997804,+,5.51,0.996,0.869,1
chr2L,8999425,-,3.14,0.998,0.771,1
chr2L,9008342,-,2.99,0.965,0.756,0.99
chr2L,9026713,-,1.91,0.991,0.779,1
chr2L,9062430,+,1.94,0.706,0.539,0.838
chr2L,9067607,-,1.93,0.93,0.704,1
chr2L,9105813,-,3.19,0.985,0.77,1
chr2L,9108143,+,2.38,0.994,0.797,1
chr2L,9120885,-,2.17,1,1,1
chr2L,9124511,+,3.26,1,0.808,1
chr2L,9153356,-,4.92,0.946,0.713,1
chr2L,9164093,+,3.39,1,0.769,1
chr2L,9169223,+,4.08,0.925,0.717,1
chr2L,9190154,+,3.46,1,1,1
chr2L,9191319,+,3.12,1,0.789,1
chr2L,9191604,-,4.26,0.961,0.752,1
chr2L,9197615,-,3.9,1,0.805,1
chr2L,9198432,+,2.72,1,1,1
chr2L,9220465,-,2.95,0.929,0.727,1
chr2L,9220706,-,2.27,1,1,1
chr2L,9223344,-,3.93,1,0.871,1
chr2L,9231394,-,4.37,0.967,0.712,1
chr2L,9265189,-,2.95,1,0.953,1
chr2L,9265328,+,3.83,0.988,0.933,1
chr2L,9300256,+,3.2,1,1,1
chr2L,9302601,-,2.23,0.712,0.555,0.831
chr2L,9325415,-,3.17,0.994,0.99,1
chr2L,9331022,-,3.73,1,1,1
chr2L,9331203,+,1.64,0.124,0,0.3
chr2L,9349039,-,3.08,0.991,0.932,1
chr2L,9359772,-,4.51,0.995,0.972,0.997
chr2L,9362318,-,3.4,0.955,0.714,1
chr2L,9393270,-,1.72,0.69,0.628,0.751
chr2L,9396767,-,2.51,1,0.742,1
chr2L,9420290,+,2.89,1,1,1
chr2L,9425841,-,5.63,1,1,1
chr2L,9463632,-,3.98,0.944,0.734,1
chr2L,9464677,-,1.67,0.149,0,0.287
chr2L,9472791,-,3.4,1,0.759,1
chr2L,9504399,+,2.59,0.957,0.693,0.992
chr2L,9504423,-,1.66,0.918,0.726,0.935
chr2L,9532379,+,3.22,1,0.831,1
chr2L,9548233,+,2.88,1,0.769,1
chr2L,9556072,-,2.46,1,0.779,1
chr2L,9569024,-,2.9,1,0.775,1
chr2L,9591934,+,3.36,1,0.708,1
chr2L,9600553,+,4.33,1,0.88,1
chr2L,9617715,+,2.44,0.994,0.993,0.999
chr2L,9629649,+,2.74,1,0.769,1
chr2L,9636923,-,4.85,1,1,1
chr2L,9647312,+,2.63,0.997,0.801,1
chr2L,9651762,+,2.46,0.989,0.962,1
chr2L,9654360,-,2.8,0.985,0.816,1
chr2L,9660882,+,2.89,1,0.861,1
chr2L,9664804,+,2.3,1,1,1
chr2L,9676013,+,3.26,0.999,0.9,1
chr2L,9678261,-,2.9,1,0.892,1
chr2L,9686998,+,2.52,1,0.798,1
chr2L,9693820,+,3.77,1,0.931,1
chr2L,9721597,+,2.15,0.579,0.454,0.686
chr2L,9721619,+,2.46,0.466,0.413,0.558
chr2L,9721620,+,2.71,0.559,0.421,0.705
chr2L,9724068,-,1.79,1,1,1
chr2L,9742765,+,2.35,1,1,1
chr2L,9756575,+,2.93,0.992,0.99,0.996
chr2L,9756960,+,3.03,1,0.992,1
chr2L,9763060,+,2.62,1,0.754,1
chr2L,9800489,+,2.48,0.948,0.774,0.998
chr2L,9817222,-,4.55,1,0.94,1
chr2L,9821456,+,3.85,1,0.976,1
chr2L,9822412,-,4.12,0.992,0.743,1
chr2L,9832573,-,2.89,0.993,0.991,0.999
chr2L,9843820,-,1.55,0.677,0.651,0.73
chr2L,9858073,-,5.53,0.975,0.783,1
chr2L,9886505,+,1.83,1,1,1
chr2L,9894837,+,3.38,1,0.759,1
chr2L,9917068,-,1.7,0.544,0.404,0.661
chr2L,9917720,-,1.85,0.706,0.561,0.839
chr2L,9926511,-,3.36,0.986,0.722,0.995
chr2L,9948541,+,3.53,1,0.913,1
chr2L,9969419,+,3.26,1,0.779,1
chr2L,9971240,+,6.71,1,0.722,1
chr2L,10000485,-,3.35,1,0.956,1
chr2L,10001753,+,1.74,0.828,0.62,0.866
chr2L,10061131,-,4.3,1,0.999,1
chr2L,10061457,+,2.98,1,0.775,1
chr2L,10061766,+,4.03,1,0.755,1
chr2L,10092026,-,2.94,1,0.737,1
chr2L,10096215,-,2.77,1,0.887,1
chr2L,10099509,+,1.85,0.681,0.596,0.813
chr2L,10130017,-,1.77,0.495,0.366,0.629
chr2L,10146893,+,4.26,0.995,0.776,0.997
chr2L,10150975,-,1.81,0.533,0.41,0.709
chr2L,10177380,-,3.1,1,1,1
chr2L,10184336,-,2.96,1,0.744,1
chr2L,10185288,-,3.52,0.991,0.98,1
chr2L,10195470,+,4.79,1,0.831,1
chr2L,10206159,-,2.61,0.988,0.983,0.996
chr2L,10222391,+,5,0.99,0.765,1
chr2L,10223005,+,3.07,1,0.828,1
chr2L,10234725,+,3.11,1,0.76,1
chr2L,10254128,+,2.07,1,0.777,1
chr2L,10256149,-,2.12,1,1,1
chr2L,10269048,+,3.07,0.963,0.714,1
chr2L,10278882,-,2.22,0.983,0.765,1
chr2L,10303758,+,4,0.998,0.778,1
chr2L,10308255,-,2.72,1,1,1
chr2L,10320898,+,3.87,1,0.751,1
chr2L,10321216,-,2.53,0.973,0.758,0.999
chr2L,10363528,+,3.4,1,0.718,1
chr2L,10364224,-,2.71,1,0.908,1
chr2L,10414057,+,2.4,0.991,0.983,1
chr2L,10431899,+,2.38,1,0.897,1
chr2L,10440277,+,3.97,1,0.882,1
chr2L,10443709,+,4.43,1,0.77,1
chr2L,10449341,-,2.2,1,0.782,1
chr2L,10463107,+,3.03,1,0.745,1
chr2L,10476121,+,2.27,1,0.909,1
chr2L,10542110,-,4.36,1,1,1
chr2L,10549193,-,2.85,0.985,0.705,1
chr2L,10555573,-,3.42,1,0.741,1
chr2L,10569228,-,3.04,1,0.826,1
chr2L,10589667,+,2.26,1,0.768,1
chr2L,10608147,+,2.61,1,0.892,1
chr2L,10618367,-,1.95,0.622,0.485,0.763
chr2L,10629601,-,3.34,1,0.914,1
chr2L,10638698,-,7.41,0.936,0.714,1
chr2L,10641194,+,3.59,1,0.799,1
chr2L,10642746,-,1.85,1,0.729,1
chr2L,10652059,+,3.52,1,0.97,1
chr2L,10659569,-,3.21,1,0.859,1
chr2L,10660092,+,2.98,1,0.782,1
chr2L,10668613,+,3.83,1,0.808,1
chr2L,10686485,+,3.11,0.998,0.734,1
chr2L,10693335,-,3.01,1,0.844,1
chr2L,10760853,+,1.94,0.257,0.114,0.4
chr2L,10760919,+,1.71,0.623,0.546,0.693
chr2L,10763541,+,1.88,0.431,0.3,0.568
chr2L,10764373,+,2.5,0.995,0.949,0.998
chr2L,10772053,-,2.9,1,0.748,1
chr2L,10772243,+,2.93,1,0.716,1
chr2L,10792212,+,3.6,1,0.72,1
chr2L,10798841,-,2.74,0.996,0.786,1
chr2L,10807922,+,3.28,1,1,1
chr2L,10810637,-,2.7,0.986,0.701,0.999
chr2L,10815641,+,4.61,0.989,0.877,0.998
chr2L,10823606,-,4.03,0.999,0.931,1
chr2L,10853029,+,1.53,0.049,0,0.277
chr2L,10882674,+,2.13,0.785,0.706,0.848
chr2L,10925701,-,3.44,0.971,0.759,1
chr2L,10927557,-,3.52,0.958,0.779,1
chr2L,10941921,+,3.09,1,0.725,1
chr2L,10952225,+,4.5,1,0.795,1
chr2L,10959407,+,2.87,1,0.878,1
chr2L,10981382,-,3.9,1,1,1
chr2L,11009897,+,4.46,1,1,1
chr2L,11015782,+,2.31,0.989,0.876,1
chr2L,11022364,+,2.5,0.996,0.725,1
chr2L,11027608,+,4.26,1,1,1
chr2L,11034543,-,4.88,1,1,1
chr2L,11052915,+,2.92,1,0.806,1
chr2L,11068438,+,2.8,1,0.717,1
chr2L,11073447,-,3.39,0.902,0.728,1
chr2L,11078182,-,2.69,0.947,0.918,0.975
chr2L,11079068,+,4.11,0.973,0.724,1
chr2L,11084935,-,2.26,1,0.915,1
chr2L,11087684,-,2.72,1,1,1
chr2L,11095416,+,2.42,0.996,0.995,0.999
chr2L,11099078,+,2.76,1,0.709,1
chr2L,11108737,-,2.44,1,1,1
chr2L,11123467,-,2.69,1,0.883,1
chr2L,11154126,-,2.94,1,1,1
chr2L,11195521,-,2.4,0.734,0.674,0.796
chr2L,11202712,+,3.05,1,1,1
chr2L,11204039,-,1.92,0.74,0.602,0.877
chr2L,11210524,+,3.21,1,0.862,1
chr2L,11217013,+,2.7,1,0.707,1
chr2L,11223702,-,2.88,0.998,0.705,1
chr2L,11228191,+,1.56,0,0,0
chr2L,11233747,-,1.8,0.697,0.553,0.788
chr2L,11253477,+,5.55,1,0.781,1
chr2L,11258585,+,4.26,0.999,0.95,1
chr2L,11271734,+,4.26,0.937,0.708,1
chr2L,11299628,+,1.87,0.592,0.449,0.741
chr2L,11311347,-,1.8,0.844,0.73,0.908
chr2L,11317751,-,2.97,0.993,0.745,1
chr2L,11340085,-,1.56,0.086,0,0.264
chr2L,11344348,+,3.69,0.927,0.71,1
chr2L,11347450,-,2.37,1,0.785,1
chr2L,11352352,+,2.77,1,0.74,1
chr2L,11376614,+,2.96,0.99,0.731,1
chr2L,11386522,+,2.39,0.997,0.892,1
chr2L,11404513,+,1.68,0.653,0.536,0.776
chr2L,11407519,+,4.7,1,0.918,1
chr2L,11419313,-,4.02,0.972,0.75,1
chr2L,11423394,+,2.82,0.929,0.712,0.998
chr2L,11434647,-,3.17,0.999,0.884,1
chr2L,11446148,-,2.64,1,0.893,1
chr2L,11446589,-,3.4,1,0.77,1
chr2L,11464293,+,1.59,0.845,0.587,0.882
chr2L,11487684,-,4.72,1,0.993,1
chr2L,11490980,-,3.89,0.986,0.745,1
chr2L,11498848,-,2.77,1,0.791,1
chr2L,11506437,+,2.47,0.979,0.782,1
chr2L,11511198,+,2.46,1,0.856,1
chr2L,11538814,+,3.87,1,1,1
chr2L,11545376,-,2.48,1,0.87,1
chr2L,11559952,+,3.72,0.976,0.75,1
chr2L,11572651,-,3.03,0.956,0.732,1
chr2L,11604799,+,1.65,0.738,0.66,0.815
chr2L,11615500,+,3.26,0.99,0.732,1
chr2L,11620831,+,2.29,1,0.805,1
chr2L,11623390,-,2.74,1,0.803,1
chr2L,11642910,-,4.89,0.985,0.817,1
chr2L,11643924,+,2.78,1,0.805,1
chr2L,11665400,-,1.73,0.587,0.479,0.688
chr2L,11666194,+,3.79,1,0.914,1
chr2L,11672458,-,3.71,1,0.762,1
chr2L,11676295,-,3.32,1,0.718,1
chr2L,11682152,-,2.42,0.992,0.979,1
chr2L,11706655,-,2.55,0.999,0.999,1
chr2L,11707205,-,4.46,1,0.731,1
chr2L,11713255,-,4.44,0.95,0.711,1
chr2L,11735545,+,3.7,1,0.961,1
chr2L,11747320,+,2.97,1,1,1
chr2L,11758918,+,1.72,0.386,0.264,0.512
chr2L,11767028,+,2.68,0.994,0.754,1
chr2L,11767629,-,2.77,1,1,1
chr2L,11787297,+,2.64,1,0.749,1
chr2L,11791399,+,2.69,0.967,0.698,0.997
chr2L,11803103,+,1.65,0.681,0.447,0.739
chr2L,11808841,+,1.7,0.985,0.724,1
chr2L,11820181,+,3.57,1,0.874,1
chr2L,11827644,-,1.65,0.551,0.415,0.666
chr2L,11867551,-,1.65,0.583,0.445,0.732
chr2L,11870809,-,2.51,1,0.794,1
chr2L,11888034,+,4.3,1,0.86,1
chr2L,11939798,-,4.18,0.986,0.923,1
chr2L,11942346,-,3.64,1,0.822,1
chr2L,11943890,-,4.66,0.972,0.706,1
chr2L,11955914,+,3.18,0.994,0.974,1
chr2L,11964832,-,5.25,1,0.954,1
chr2L,11970648,-,3.1,0.972,0.736,1
chr2L,11988478,+,3.2,1,0.858,1
chr2L,12017547,-,7.29,0.972,0.741,1
chr2L,12068414,-,3,1,0.778,1
chr2L,12076008,-,3.07,1,1,1
chr2L,12080060,+,2.05,0.904,0.718,1
chr2L,12080424,-,1.52,0.127,0.055,0.303
chr2L,12096428,+,4.26,1,0.89,1
chr2L,12113398,-,2.47,0.967,0.705,0.993
chr2L,12113414,-,1.74,0.808,0.747,0.878
chr2L,12120525,-,3.69,1,0.836,1
chr2L,12145675,+,3.28,1,0.981,1
chr2L,12149545,+,1.71,0.556,0.427,0.686
chr2L,12150717,+,9.44,0.949,0.724,1
chr2L,12158816,+,3.42,0.974,0.756,1
chr2L,12161299,-,2.8,0.964,0.762,0.999
chr2L,12166243,+,3.17,0.969,0.747,1
chr2L,12169792,-,2.52,1,0.824,1
chr2L,12171718,+,2.75,1,1,1
chr2L,12186540,+,4.36,1,1,1
chr2L,12190455,-,4.36,1,1,1
chr2L,12199169,-,2.65,0.967,0.704,1
chr2L,12214089,-,4.3,0.983,0.72,1
chr2L,12222091,-,1.98,1,0.886,1
chr2L,12224526,+,1.54,0.049,0,0.3
chr2L,12234294,-,5.06,0.97,0.726,1
chr2L,12236301,+,1.75,0.653,0.524,0.781
chr2L,12236755,-,3.46,1,0.985,1
chr2L,12242707,+,1.83,0.734,0.565,0.778
chr2L,12249267,+,1.62,0.451,0.366,0.561
chr2L,12253783,-,1.68,0.594,0.499,0.692
chr2L,12255303,-,3.33,1,0.784,1
chr2L,12261188,+,3.3,1,0.825,1
chr2L,12264067,+,2.51,0.995,0.797,1
chr2L,12268776,+,3,0.997,0.868,1
chr2L,12273197,-,2.53,0.979,0.731,1
chr2L,12273577,+,3.33,1,0.778,1
chr2L,12280299,+,2.55,0.946,0.738,1
chr2L,12297030,+,3.48,1,0.863,1
chr2L,12321192,+,2.41,0.987,0.976,0.999
chr2L,12325126,+,3,0.956,0.731,1
chr2L,12333633,+,2.9,1,1,1
chr2L,12353110,+,2.37,1,0.763,1
chr2L,12353826,-,4.4,1,0.854,1
chr2L,12375689,+,2.87,1,0.739,1
chr2L,12381893,-,1.76,0.536,0.444,0.606
chr2L,12400932,-,3.42,1,0.855,1
chr2L,12419493,+,1.66,0.666,0.536,0.773
chr2L,12424632,+,5.89,1,0.795,1
chr2L,12425428,+,2.55,1,0.759,1
chr2L,12447065,-,3.96,0.986,0.841,0.998
chr2L,12483451,+,3.52,1,0.793,1
chr2L,12486235,-,4,0.945,0.703,1
chr2L,12511451,-,5.32,1,0.801,1
chr2L,12519608,-,1.65,0.241,0.108,0.395
chr2L,12570786,+,1.95,0.475,0.337,0.607
chr2L,12609164,-,4.47,0.958,0.701,1
chr2L,12612080,-,2.78,1,0.712,1
chr2L,12633225,-,3.75,1,0.78,1
chr2L,12666969,+,2.79,1,0.823,1
chr2L,12675374,+,2.02,0.609,0.455,0.751
chr2L,12677279,+,1.71,0.598,0.514,0.689
chr2L,12682246,-,2.92,1,0.786,1
chr2L,12684645,+,3.78,0.963,0.71,1
chr2L,12688940,+,1.85,0.494,0.371,0.6
chr2L,12691218,+,1.74,0.658,0.562,0.758
chr2L,12706526,+,3.52,1,0.846,1
chr2L,12711679,+,2.82,1,1,1
chr2L,12714708,-,2.45,0.998,0.998,1
chr2L,12726834,-,2.48,1,0.975,1
chr2L,12743109,-,1.96,0.692,0.584,0.766
chr2L,12747545,-,2.74,0.754,0.604,0.859
chr2L,12758323,-,1.69,0.908,0.751,0.932
chr2L,12760943,-,2.71,0.983,0.744,1
chr2L,12763479,+,3.29,1,0.981,1
chr2L,12765656,-,2.96,0.959,0.726,1
chr2L,12769406,+,2.92,1,0.989,1
chr2L,12773190,-,2.72,0.915,0.855,0.954
chr2L,12774612,-,2.46,1,0.999,1
chr2L,12777218,-,2.96,0.998,0.71,1
chr2L,12777931,+,2.96,1,1,1
chr2L,12789492,-,2.59,0.985,0.711,1
chr2L,12796041,+,2.25,0.987,0.973,1
chr2L,12809521,-,2.95,1,0.751,1
chr2L,12828518,-,3.54,1,1,1
chr2L,12845699,+,3.73,0.993,0.852,0.999
chr2L,12874239,+,4.59,1,0.914,1
chr2L,12883879,+,2.46,0.993,0.735,1
chr2L,12888235,-,2.56,0.973,0.698,0.989
chr2L,12891075,-,2.4,0.925,0.842,1
chr2L,12895740,-,10.91,1,0.942,1
chr2L,12899412,-,3.27,1,0.773,1
chr2L,12916731,-,2.04,1,0.72,1
chr2L,12929636,+,2.11,0.677,0.556,0.779
chr2L,12939763,-,2.62,1,0.774,1
chr2L,12947384,-,2.6,1,0.86,1
chr2L,12948200,+,4.16,1,1,1
chr2L,13032000,+,2.26,0.865,0.789,0.929
chr2L,13039554,+,3.1,1,1,1
chr2L,13040840,-,2.75,1,0.727,1
chr2L,13046041,+,2.66,1,0.719,1
chr2L,13055427,+,4.21,1,0.731,1
chr2L,13057915,-,3.33,1,0.812,1
chr2L,13070221,+,2.99,1,0.834,1
chr2L,13099748,-,6.27,1,0.858,1
chr2L,13105548,-,5.01,0.994,0.98,1
chr2L,13106326,-,2.61,1,0.95,1
chr2L,13121481,-,1.68,0.649,0.633,0.682
chr2L,13127541,+,2.73,1,0.753,1
chr2L,13129768,-,3.93,0.982,0.721,1
chr2L,13135390,-,3.06,0.975,0.744,1
chr2L,13137086,-,2.46,1,0.76,1
chr2L,13148552,+,3.31,1,0.951,1
chr2L,13163283,+,4.39,1,1,1
chr2L,13166377,+,3.02,0.956,0.72,1
chr2L,13205471,-,2.27,0.851,0.81,0.888
chr2L,13205567,-,3.4,1,1,1
chr2L,13213337,-,4.98,1,0.824,1
chr2L,13214576,-,3.66,1,0.906,1
chr2L,13228741,-,3.74,0.989,0.987,0.996
chr2L,13243802,+,4.81,1,0.882,1
chr2L,13247032,-,2.43,1,0.763,1
chr2L,13248200,-,3.71,1,0.993,1
chr2L,13253754,-,3.85,1,0.901,1
chr2L,13263879,+,3.79,0.946,0.704,1
chr2L,13275275,+,3.27,0.907,0.708,1
chr2L,13281388,+,3.32,1,0.927,1
chr2L,13305400,-,1.83,0.761,0.603,0.837
chr2L,13331084,-,4.15,1,0.884,1
chr2L,13361057,-,4.14,0.953,0.739,1
chr2L,13362113,+,3.36,1,1,1
chr2L,13373104,-,3.34,1,0.732,1
chr2L,13392990,+,2.88,1,1,1
chr2L,13400692,-,3.67,1,0.782,1
chr2L,13409630,-,2.6,1,0.751,1
chr2L,13426944,-,4.24,0.998,0.998,1
chr2L,13430029,+,4.43,0.998,0.768,1
chr2L,13449386,+,2.85,1,0.733,1
chr2L,13459300,-,2.48,1,0.809,1
chr2L,13467794,-,3.06,1,0.774,1
chr2L,13474876,+,3.69,0.967,0.736,1
chr2L,13486746,-,2.67,1,0.825,1
chr2L,13494599,+,3.07,1,0.768,1
chr2L,13497665,+,2.29,0.997,0.728,1
chr2L,13498288,+,3.01,1,0.751,1
chr2L,13509880,+,3.12,0.96,0.872,0.988
chr2L,13511051,+,3.06,1,0.794,1
chr2L,13524280,-,1.89,0.634,0.501,0.715
chr2L,13528776,+,1.53,0.068,0,0.238
chr2L,13535189,-,3.38,0.972,0.754,1
chr2L,13556187,-,2.13,1,0.868,1
chr2L,13559911,+,2.89,1,0.732,1
chr2L,13561401,+,2.72,1,0.712,1
chr2L,13586119,-,3.88,1,0.882,1
chr2L,13601797,-,1.83,0.906,0.677,0.928
chr2L,13601923,-,3.4,0.377,0.231,0.521
chr2L,13605161,-,2.48,1,0.761,1
chr2L,13611095,+,2.58,0.991,0.989,1
chr2L,13634613,-,3.91,1,1,1
chr2L,13647512,+,3.64,1,0.753,1
chr2L,13654583,-,1.75,0.687,0.5,0.79
chr2L,13656561,+,3.86,0.971,0.708,0.99
chr2L,13666884,+,2.36,1,1,1
chr2L,13708322,-,4.5,1,1,1
chr2L,13709813,-,3.87,1,0.922,1
chr2L,13715810,+,1.91,0.784,0.71,0.843
chr2L,13719529,+,2.4,0.974,0.706,1
chr2L,13729589,-,2.49,0.983,0.939,1
chr2L,13744487,-,2.74,1,0.785,1
chr2L,13794507,-,3.45,1,1,1
chr2L,13816509,+,2.33,1,1,1
chr2L,13817109,+,4.17,0.971,0.704,1
chr2L,13829769,-,1.82,1,1,1
chr2L,13834626,-,2.56,1,1,1
chr2L,13857059,-,4.49,1,0.887,1
chr2L,13859180,-,3.47,0.915,0.711,1
chr2L,13861959,+,2.03,1,1,1
chr2L,13900787,-,5.13,1,0.818,1
chr2L,13907965,+,2.47,1,0.896,1
chr2L,13913074,+,4,1,0.752,1
chr2L,13920615,-,3.54,0.975,0.723,1
chr2L,13939158,-,2.86,1,0.936,1
chr2L,13943039,+,3.32,1,0.787,1
chr2L,13984418,-,1.66,0.863,0.816,0.92
chr2L,13986443,-,2.17,1,0.999,1
