"","chr","coordinate","strand"
"879","chr2L",10823606,"-"
"880","chr2L",10853029,"+"
"881","chr2L",10882674,"+"
"882","chr2L",10925701,"-"
"883","chr2L",10927557,"-"
"884","chr2L",10941921,"+"
"885","chr2L",10952225,"+"
"886","chr2L",10959407,"+"
"887","chr2L",10981382,"-"
"888","chr2L",11009897,"+"
"889","chr2L",11015782,"+"
"890","chr2L",11022364,"+"
"891","chr2L",11027608,"+"
"892","chr2L",11034543,"-"
"893","chr2L",11052915,"+"
"894","chr2L",11068438,"+"
"895","chr2L",11073447,"-"
"896","chr2L",11078182,"-"
"897","chr2L",11079068,"+"
"898","chr2L",11084935,"-"
"899","chr2L",11087684,"-"
"900","chr2L",11095416,"+"
"901","chr2L",11099078,"+"
"902","chr2L",11108737,"-"
"903","chr2L",11123467,"-"
"904","chr2L",11154126,"-"
"905","chr2L",11195521,"-"
"906","chr2L",11202712,"+"
"907","chr2L",11204039,"-"
"908","chr2L",11210524,"+"
"909","chr2L",11217013,"+"
"910","chr2L",11223702,"-"
"911","chr2L",11228191,"+"
"912","chr2L",11233747,"-"
"913","chr2L",11253477,"+"
"914","chr2L",11258585,"+"
"915","chr2L",11271734,"+"
"916","chr2L",11299628,"+"
"917","chr2L",11311347,"-"
"918","chr2L",11317751,"-"
"919","chr2L",11340085,"-"
"920","chr2L",11344348,"+"
"921","chr2L",11347450,"-"
"922","chr2L",11352352,"+"
"923","chr2L",11376614,"+"
"924","chr2L",11386522,"+"
"925","chr2L",11404513,"+"
"926","chr2L",11407519,"+"
"927","chr2L",11419313,"-"
"928","chr2L",11423394,"+"
"929","chr2L",11434647,"-"
"930","chr2L",11446148,"-"
"931","chr2L",11446589,"-"
"932","chr2L",11464293,"+"
"933","chr2L",11487684,"-"
"934","chr2L",11490980,"-"
"935","chr2L",11498848,"-"
"936","chr2L",11506437,"+"
"937","chr2L",11511198,"+"
"938","chr2L",11538814,"+"
"939","chr2L",11545376,"-"
"940","chr2L",11559952,"+"
"941","chr2L",11572651,"-"
"942","chr2L",11604799,"+"
"943","chr2L",11615500,"+"
"944","chr2L",11620831,"+"
"945","chr2L",11623390,"-"
"946","chr2L",11642910,"-"
"947","chr2L",11643924,"+"
"948","chr2L",11665400,"-"
"949","chr2L",11666194,"+"
"950","chr2L",11672458,"-"
"951","chr2L",11676295,"-"
"952","chr2L",11682152,"-"
"953","chr2L",11706655,"-"
"954","chr2L",11707205,"-"
"955","chr2L",11713255,"-"
"956","chr2L",11735545,"+"
"957","chr2L",11747320,"+"
"958","chr2L",11758918,"+"
"959","chr2L",11767028,"+"
"960","chr2L",11767629,"-"
"961","chr2L",11787297,"+"
"962","chr2L",11791399,"+"
"963","chr2L",11803103,"+"
"964","chr2L",11808841,"+"
"965","chr2L",11820181,"+"
"966","chr2L",11827644,"-"
"967","chr2L",11867551,"-"
"968","chr2L",11870809,"-"
"969","chr2L",11888034,"+"
"970","chr2L",11939798,"-"
"971","chr2L",11942346,"-"
"972","chr2L",11943890,"-"
"973","chr2L",11955914,"+"
"974","chr2L",11964832,"-"
"975","chr2L",11970648,"-"
"976","chr2L",11988478,"+"
"977","chr2L",12017547,"-"
"978","chr2L",12068414,"-"
"979","chr2L",12076008,"-"
"980","chr2L",12080060,"+"
"981","chr2L",12080424,"-"
"982","chr2L",12096428,"+"
"983","chr2L",12113398,"-"
"984","chr2L",12113414,"-"
"985","chr2L",12120525,"-"
"986","chr2L",12145675,"+"
"987","chr2L",12149545,"+"
"988","chr2L",12150717,"+"
"989","chr2L",12158816,"+"
"990","chr2L",12161299,"-"
"991","chr2L",12166243,"+"
"992","chr2L",12169792,"-"
"993","chr2L",12171718,"+"
"994","chr2L",12186540,"+"
"995","chr2L",12190455,"-"
"996","chr2L",12199169,"-"
"997","chr2L",12214089,"-"
"998","chr2L",12222091,"-"
"999","chr2L",12224526,"+"
"1000","chr2L",12234294,"-"
"1001","chr2L",12236301,"+"
"1002","chr2L",12236755,"-"
"1003","chr2L",12242707,"+"
"1004","chr2L",12249267,"+"
"1005","chr2L",12253783,"-"
"1006","chr2L",12255303,"-"
"1007","chr2L",12261188,"+"
"1008","chr2L",12264067,"+"
"1009","chr2L",12268776,"+"
"1010","chr2L",12273197,"-"
"1011","chr2L",12273577,"+"
"1012","chr2L",12280299,"+"
"1013","chr2L",12297030,"+"
"1014","chr2L",12321192,"+"
"1015","chr2L",12325126,"+"
"1016","chr2L",12333633,"+"
"1017","chr2L",12353110,"+"
"1018","chr2L",12353826,"-"
"1019","chr2L",12375689,"+"
"1020","chr2L",12381893,"-"
"1021","chr2L",12400932,"-"
"1022","chr2L",12419493,"+"
"1023","chr2L",12424632,"+"
"1024","chr2L",12425428,"+"
"1025","chr2L",12447065,"-"
"1026","chr2L",12483451,"+"
"1027","chr2L",12486235,"-"
"1028","chr2L",12511451,"-"
"1029","chr2L",12519608,"-"
"1030","chr2L",12570786,"+"
"1031","chr2L",12609164,"-"
"1032","chr2L",12612080,"-"
"1033","chr2L",12633225,"-"
"1034","chr2L",12666969,"+"
"1035","chr2L",12675374,"+"
"1036","chr2L",12677279,"+"
"1037","chr2L",12682246,"-"
"1038","chr2L",12684645,"+"
"1039","chr2L",12688940,"+"
"1040","chr2L",12691218,"+"
"1041","chr2L",12706526,"+"
"1042","chr2L",12711679,"+"
"1043","chr2L",12714708,"-"
"1044","chr2L",12726834,"-"
"1045","chr2L",12743109,"-"
"1046","chr2L",12747545,"-"
"1047","chr2L",12758323,"-"
"1048","chr2L",12760943,"-"
"1049","chr2L",12763479,"+"
"1050","chr2L",12765656,"-"
"1051","chr2L",12769406,"+"
"1052","chr2L",12773190,"-"
"1053","chr2L",12774612,"-"
"1054","chr2L",12777218,"-"
"1055","chr2L",12777931,"+"
"1056","chr2L",12789492,"-"
"1057","chr2L",12796041,"+"
"1058","chr2L",12809521,"-"
"1059","chr2L",12828518,"-"
"1060","chr2L",12845699,"+"
"1061","chr2L",12874239,"+"
"1062","chr2L",12883879,"+"
"1063","chr2L",12888235,"-"
"1064","chr2L",12891075,"-"
"1065","chr2L",12895740,"-"
"1066","chr2L",12899412,"-"
"1067","chr2L",12916731,"-"
"1068","chr2L",12929636,"+"
"1069","chr2L",12939763,"-"
"1070","chr2L",12947384,"-"
"1071","chr2L",12948200,"+"
"1072","chr2L",13032000,"+"
"1073","chr2L",13039554,"+"
"1074","chr2L",13040840,"-"
"1075","chr2L",13046041,"+"
"1076","chr2L",13055427,"+"
"1077","chr2L",13057915,"-"
"1078","chr2L",13070221,"+"
"1079","chr2L",13099748,"-"
"1080","chr2L",13105548,"-"
"1081","chr2L",13106326,"-"
"1082","chr2L",13121481,"-"
"1083","chr2L",13127541,"+"
"1084","chr2L",13129768,"-"
"1085","chr2L",13135390,"-"
"1086","chr2L",13137086,"-"
"1087","chr2L",13148552,"+"
"1088","chr2L",13163283,"+"
"1089","chr2L",13166377,"+"
"1090","chr2L",13205471,"-"
"1091","chr2L",13205567,"-"
"1092","chr2L",13213337,"-"
"1093","chr2L",13214576,"-"
"1094","chr2L",13228741,"-"
"1095","chr2L",13243802,"+"
"1096","chr2L",13247032,"-"
"1097","chr2L",13248200,"-"
"1098","chr2L",13253754,"-"
"1099","chr2L",13263879,"+"
"1100","chr2L",13275275,"+"
"1101","chr2L",13281388,"+"
"1102","chr2L",13305400,"-"
"1103","chr2L",13331084,"-"
"1104","chr2L",13361057,"-"
"1105","chr2L",13362113,"+"
"1106","chr2L",13373104,"-"
"1107","chr2L",13392990,"+"
"1108","chr2L",13400692,"-"
"1109","chr2L",13409630,"-"
"1110","chr2L",13426944,"-"
"1111","chr2L",13430029,"+"
"1112","chr2L",13449386,"+"
"1113","chr2L",13459300,"-"
"1114","chr2L",13467794,"-"
"1115","chr2L",13474876,"+"
"1116","chr2L",13486746,"-"
"1117","chr2L",13494599,"+"
"1118","chr2L",13497665,"+"
"1119","chr2L",13498288,"+"
"1120","chr2L",13509880,"+"
"1121","chr2L",13511051,"+"
"1122","chr2L",13524280,"-"
"1123","chr2L",13528776,"+"
"1124","chr2L",13535189,"-"
"1125","chr2L",13556187,"-"
"1126","chr2L",13559911,"+"
"1127","chr2L",13561401,"+"
"1128","chr2L",13586119,"-"
"1129","chr2L",13601797,"-"
"1130","chr2L",13601923,"-"
"1131","chr2L",13605161,"-"
"1132","chr2L",13611095,"+"
"1133","chr2L",13634613,"-"
"1134","chr2L",13647512,"+"
"1135","chr2L",13654583,"-"
"1136","chr2L",13656561,"+"
"1137","chr2L",13666884,"+"
"1138","chr2L",13708322,"-"
"1139","chr2L",13709813,"-"
"1140","chr2L",13715810,"+"
"1141","chr2L",13719529,"+"
"1142","chr2L",13729589,"-"
"1143","chr2L",13744487,"-"
"1144","chr2L",13794507,"-"
"1145","chr2L",13816509,"+"
"1146","chr2L",13817109,"+"
"1147","chr2L",13829769,"-"
"1148","chr2L",13834626,"-"
"1149","chr2L",13857059,"-"
"1150","chr2L",13859180,"-"
"1151","chr2L",13861959,"+"
"1152","chr2L",13900787,"-"
"1153","chr2L",13907965,"+"
"1154","chr2L",13913074,"+"
"1155","chr2L",13920615,"-"
"1156","chr2L",13939158,"-"
"1157","chr2L",13943039,"+"
"1158","chr2L",13984418,"-"
"1159","chr2L",13986443,"-"
"1160","chr2L",14020651,"-"
"1161","chr2L",14020720,"-"
"1162","chr2L",14058653,"-"
"1163","chr2L",14069660,"-"
"1164","chr2L",14077037,"-"
"1165","chr2L",14082162,"+"
"1166","chr2L",14090115,"-"
"1167","chr2L",14092361,"+"
"1168","chr2L",14115663,"+"
"1169","chr2L",14148569,"+"
"1170","chr2L",14157923,"+"
"1171","chr2L",14170695,"-"
"1172","chr2L",14180809,"+"
"1173","chr2L",14185137,"-"
"1174","chr2L",14187387,"+"
"1175","chr2L",14204492,"+"
"1176","chr2L",14209345,"-"
"1177","chr2L",14210786,"-"
"1178","chr2L",14211803,"-"
"1179","chr2L",14213908,"-"
"1180","chr2L",14214533,"-"
"1181","chr2L",14240290,"-"
"1182","chr2L",14259616,"+"
"1183","chr2L",14270437,"-"
"1184","chr2L",14304177,"+"
"1185","chr2L",14319038,"-"
"1186","chr2L",14329868,"+"
"1187","chr2L",14331522,"+"
"1188","chr2L",14334351,"+"
"1189","chr2L",14337335,"-"
"1190","chr2L",14391475,"+"
"1191","chr2L",14398725,"-"
"1192","chr2L",14400428,"-"
"1193","chr2L",14409940,"+"
"1194","chr2L",14411761,"-"
"1195","chr2L",14426668,"-"
"1196","chr2L",14427659,"+"
"1197","chr2L",14429365,"-"
"1198","chr2L",14430863,"+"
"1199","chr2L",14431451,"+"
"1200","chr2L",14432696,"+"
"1201","chr2L",14437967,"-"
"1202","chr2L",14452216,"-"
"1203","chr2L",14453497,"-"
"1204","chr2L",14455911,"+"
"1205","chr2L",14459671,"+"
"1206","chr2L",14475983,"+"
"1207","chr2L",14516236,"+"
"1208","chr2L",14553960,"-"
"1209","chr2L",14556594,"-"
"1210","chr2L",14559404,"+"
"1211","chr2L",14569569,"-"
"1212","chr2L",14603666,"-"
"1213","chr2L",14627476,"+"
"1214","chr2L",14635674,"-"
"1215","chr2L",14635767,"+"
"1216","chr2L",14645547,"+"
"1217","chr2L",14659991,"-"
"1218","chr2L",14661502,"+"
"1219","chr2L",14668699,"+"
"1220","chr2L",14674336,"+"
"1221","chr2L",14675282,"-"
"1222","chr2L",14681043,"+"
"1223","chr2L",14706304,"+"
"1224","chr2L",14725680,"+"
"1225","chr2L",14729354,"+"
"1226","chr2L",14738901,"-"
"1227","chr2L",14742972,"-"
"1228","chr2L",14760918,"-"
"1229","chr2L",14764571,"+"
"1230","chr2L",14772554,"-"
"1231","chr2L",14773683,"-"
"1232","chr2L",14783991,"-"
"1233","chr2L",14797673,"+"
"1234","chr2L",14811133,"+"
"1235","chr2L",14814695,"-"
"1236","chr2L",14818843,"+"
"1237","chr2L",14828988,"+"
"1238","chr2L",14836034,"+"
"1239","chr2L",14837682,"+"
"1240","chr2L",14847819,"+"
"1241","chr2L",14867941,"-"
"1242","chr2L",14871314,"+"
"1243","chr2L",14922245,"+"
"1244","chr2L",14924203,"+"
"1245","chr2L",14949129,"+"
"1246","chr2L",14962033,"-"
"1247","chr2L",14962649,"+"
"1248","chr2L",14999174,"+"
"1249","chr2L",15008225,"+"
"1250","chr2L",15011950,"+"
"1251","chr2L",15025772,"+"
"1252","chr2L",15054760,"+"
"1253","chr2L",15071118,"+"
"1254","chr2L",15071460,"+"
"1255","chr2L",15092683,"+"
"1256","chr2L",15102628,"+"
"1257","chr2L",15119682,"-"
"1258","chr2L",15143361,"-"
"1259","chr2L",15149570,"-"
"1260","chr2L",15175820,"-"
"1261","chr2L",15183224,"-"
"1262","chr2L",15184449,"-"
"1263","chr2L",15185343,"-"
"1264","chr2L",15185982,"+"
"1265","chr2L",15186548,"-"
"1266","chr2L",15186605,"+"
"1267","chr2L",15194327,"+"
"1268","chr2L",15201110,"-"
"1269","chr2L",15208376,"+"
"1270","chr2L",15222988,"-"
"1271","chr2L",15223588,"+"
"1272","chr2L",15225433,"-"
"1273","chr2L",15239668,"+"
"1274","chr2L",15243147,"-"
"1275","chr2L",15249813,"+"
"1276","chr2L",15269878,"-"
"1277","chr2L",15301432,"-"
"1278","chr2L",15313553,"+"
"1279","chr2L",15321265,"+"
"1280","chr2L",15321680,"-"
"1281","chr2L",15343890,"+"
"1282","chr2L",15353989,"-"
"1283","chr2L",15356344,"+"
"1284","chr2L",15368549,"+"
"1285","chr2L",15374474,"-"
"1286","chr2L",15377202,"+"
"1287","chr2L",15379710,"+"
"1288","chr2L",15387654,"-"
"1289","chr2L",15414028,"+"
"1290","chr2L",15430948,"-"
"1291","chr2L",15444210,"-"
"1292","chr2L",15485860,"-"
"1293","chr2L",15485898,"+"
"1294","chr2L",15488031,"-"
"1295","chr2L",15492279,"-"
"1296","chr2L",15518296,"+"
"1297","chr2L",15527756,"+"
"1298","chr2L",15548513,"+"
"1299","chr2L",15550363,"-"
"1300","chr2L",15569689,"+"
"1301","chr2L",15589968,"-"
"1302","chr2L",15593713,"+"
"1303","chr2L",15600016,"+"
"1304","chr2L",15602628,"+"
"1305","chr2L",15604465,"-"
"1306","chr2L",15605852,"-"
"1307","chr2L",15615260,"-"
"1308","chr2L",15627776,"+"
"1309","chr2L",15638478,"-"
"1310","chr2L",15648539,"-"
"1311","chr2L",15748140,"+"
"1312","chr2L",15757630,"-"
"1313","chr2L",15774964,"+"
"1314","chr2L",15783623,"-"
"1315","chr2L",15784447,"-"
"1316","chr2L",15790978,"+"
"1317","chr2L",15793441,"-"
"1318","chr2L",15794970,"-"
"1319","chr2L",15810134,"-"
"1320","chr2L",15826246,"+"
"1321","chr2L",15830359,"+"
"1322","chr2L",15834085,"+"
"1323","chr2L",15879123,"+"
"1324","chr2L",15884126,"-"
"1325","chr2L",15889178,"-"
"1326","chr2L",15891756,"+"
"1327","chr2L",15892948,"-"
"1328","chr2L",15904677,"+"
"1329","chr2L",15913905,"-"
"1330","chr2L",15929488,"+"
"1331","chr2L",15935952,"+"
"1332","chr2L",15949498,"+"
"1333","chr2L",15954260,"-"
"1334","chr2L",15955660,"+"
"1335","chr2L",15963083,"+"
"1336","chr2L",15999327,"-"
"1337","chr2L",16011156,"-"
"1338","chr2L",16030316,"-"
"1339","chr2L",16042719,"-"
"1340","chr2L",16043793,"-"
"1341","chr2L",16052570,"-"
"1342","chr2L",16054775,"+"
"1343","chr2L",16058291,"+"
"1344","chr2L",16062445,"-"
"1345","chr2L",16066029,"+"
"1346","chr2L",16069641,"-"
"1347","chr2L",16071263,"+"
"1348","chr2L",16072027,"+"
"1349","chr2L",16087988,"+"
"1350","chr2L",16120351,"+"
"1351","chr2L",16124457,"+"
"1352","chr2L",16135483,"-"
"1353","chr2L",16140891,"-"
"1354","chr2L",16143694,"+"
"1355","chr2L",16146083,"+"
"1356","chr2L",16157283,"+"
"1357","chr2L",16159232,"+"
"1358","chr2L",16161022,"+"
"1359","chr2L",16167632,"-"
"1360","chr2L",16182355,"+"
"1361","chr2L",16195957,"+"
"1362","chr2L",16196764,"+"
"1363","chr2L",16200787,"+"
"1364","chr2L",16209689,"-"
"1365","chr2L",16209806,"+"
"1366","chr2L",16213661,"+"
"1367","chr2L",16224454,"+"
"1368","chr2L",16247277,"-"
"1369","chr2L",16256025,"+"
"1370","chr2L",16261778,"-"
"1371","chr2L",16265046,"+"
"1372","chr2L",16270556,"+"
"1373","chr2L",16285641,"-"
"1374","chr2L",16286726,"+"
"1375","chr2L",16289343,"+"
"1376","chr2L",16290580,"+"
"1377","chr2L",16301416,"-"
"1378","chr2L",16325626,"+"
"1379","chr2L",16326307,"-"
"1380","chr2L",16332970,"-"
"1381","chr2L",16353596,"-"
"1382","chr2L",16376378,"+"
"1383","chr2L",16391914,"-"
"1384","chr2L",16399775,"+"
"1385","chr2L",16411961,"+"
"1386","chr2L",16426657,"+"
"1387","chr2L",16427386,"+"
"1388","chr2L",16432389,"+"
"1389","chr2L",16450701,"+"
"1390","chr2L",16453127,"+"
"1391","chr2L",16463544,"-"
"1392","chr2L",16467605,"-"
"1393","chr2L",16479528,"-"
"1394","chr2L",16481305,"-"
"1395","chr2L",16481972,"-"
"1396","chr2L",16491754,"+"
"1397","chr2L",16496677,"-"
"1398","chr2L",16503432,"-"
"1399","chr2L",16510197,"-"
"1400","chr2L",16522883,"-"
"1401","chr2L",16528644,"-"
"1402","chr2L",16533673,"+"
"1403","chr2L",16533759,"-"
"1404","chr2L",16538562,"+"
"1405","chr2L",16558439,"+"
"1406","chr2L",16576056,"-"
"1407","chr2L",16587089,"-"
"1408","chr2L",16587779,"+"
"1409","chr2L",16593782,"+"
"1410","chr2L",16594439,"+"
"1411","chr2L",16664692,"+"
"1412","chr2L",16677448,"-"
"1413","chr2L",16688090,"-"
"1414","chr2L",16690911,"+"
"1415","chr2L",16704569,"-"
"1416","chr2L",16740306,"+"
"1417","chr2L",16743190,"+"
"1418","chr2L",16764479,"+"
"1419","chr2L",16764685,"-"
"1420","chr2L",16766508,"+"
"1421","chr2L",16767904,"+"
"1422","chr2L",16792943,"-"
"1423","chr2L",16814319,"+"
"1424","chr2L",16847507,"-"
"1425","chr2L",16862462,"-"
"1426","chr2L",16876058,"-"
"1427","chr2L",16879919,"+"
"1428","chr2L",16904008,"+"
"1429","chr2L",16904142,"+"
"1430","chr2L",16905833,"+"
"1431","chr2L",16909250,"-"
"1432","chr2L",16917643,"-"
"1433","chr2L",16933319,"-"
"1434","chr2L",16942258,"-"
"1435","chr2L",16942272,"-"
"1436","chr2L",16967374,"-"
"1437","chr2L",16968600,"+"
"1438","chr2L",16970609,"-"
"1439","chr2L",16974172,"+"
"1440","chr2L",16983300,"-"
"1441","chr2L",16994481,"-"
"1442","chr2L",16998641,"+"
"1443","chr2L",17005551,"+"
"1444","chr2L",17015812,"+"
"1445","chr2L",17019781,"-"
"1446","chr2L",17031563,"-"
"1447","chr2L",17036076,"-"
"1448","chr2L",17038294,"-"
"1449","chr2L",17039704,"+"
"1450","chr2L",17046100,"-"
"1451","chr2L",17051618,"+"
"1452","chr2L",17055575,"-"
"1453","chr2L",17073434,"-"
"1454","chr2L",17077496,"-"
"1455","chr2L",17109606,"+"
"1456","chr2L",17110050,"-"
"1457","chr2L",17113764,"+"
"1458","chr2L",17114310,"+"
"1459","chr2L",17114535,"-"
"1460","chr2L",17120898,"-"
"1461","chr2L",17213060,"-"
"1462","chr2L",17233798,"+"
"1463","chr2L",17236205,"+"
"1464","chr2L",17250555,"-"
"1465","chr2L",17258997,"+"
"1466","chr2L",17261997,"+"
"1467","chr2L",17265598,"+"
"1468","chr2L",17286747,"+"
"1469","chr2L",17297678,"-"
"1470","chr2L",17303072,"+"
"1471","chr2L",17309853,"+"
"1472","chr2L",17316384,"-"
"1473","chr2L",17327268,"+"
"1474","chr2L",17341683,"-"
"1475","chr2L",17349135,"-"
"1476","chr2L",17356047,"-"
"1477","chr2L",17379564,"-"
"1478","chr2L",17400857,"+"
"1479","chr2L",17401323,"+"
"1480","chr2L",17431482,"-"
"1481","chr2L",17433248,"+"
"1482","chr2L",17436336,"+"
"1483","chr2L",17450294,"+"
"1484","chr2L",17470369,"-"
"1485","chr2L",17473652,"+"
"1486","chr2L",17496936,"-"
"1487","chr2L",17498494,"-"
"1488","chr2L",17518865,"+"
"1489","chr2L",17525669,"-"
"1490","chr2L",17527737,"-"
"1491","chr2L",17533357,"+"
"1492","chr2L",17543252,"-"
"1493","chr2L",17569784,"+"
"1494","chr2L",17572477,"-"
"1495","chr2L",17573784,"-"
"1496","chr2L",17578012,"+"
"1497","chr2L",17586890,"+"
"1498","chr2L",17587558,"-"
"1499","chr2L",17587818,"+"
"1500","chr2L",17590810,"+"
"1501","chr2L",17591770,"+"
"1502","chr2L",17595168,"+"
"1503","chr2L",17599332,"-"
"1504","chr2L",17602044,"+"
"1505","chr2L",17602230,"+"
"1506","chr2L",17631551,"+"
"1507","chr2L",17634186,"+"
"1508","chr2L",17637128,"+"
"1509","chr2L",17654242,"+"
"1510","chr2L",17658148,"-"
"1511","chr2L",17662844,"+"
"1512","chr2L",17663089,"+"
"1513","chr2L",17672431,"+"
"1514","chr2L",17688440,"+"
"1515","chr2L",17704701,"+"
"1516","chr2L",17714647,"+"
"1517","chr2L",17718660,"-"
"1518","chr2L",17759846,"+"
"1519","chr2L",17761510,"-"
"1520","chr2L",17773915,"+"
"1521","chr2L",17779311,"-"
"1522","chr2L",17781271,"+"
"1523","chr2L",17791095,"-"
"1524","chr2L",17805533,"-"
"1525","chr2L",17805733,"+"
"1526","chr2L",17813153,"+"
"1527","chr2L",17813227,"-"
"1528","chr2L",17819065,"+"
"1529","chr2L",17829456,"+"
"1530","chr2L",17840455,"+"
"1531","chr2L",17846722,"-"
"1532","chr2L",17866854,"-"
"1533","chr2L",17872264,"-"
"1534","chr2L",17922966,"-"
"1535","chr2L",17940837,"+"
"1536","chr2L",17959921,"+"
"1537","chr2L",17960356,"+"
"1538","chr2L",17970453,"+"
"1539","chr2L",17974146,"-"
"1540","chr2L",17975113,"-"
"1541","chr2L",17981008,"+"
"1542","chr2L",17992270,"+"
"1543","chr2L",17994158,"+"
"1544","chr2L",17999132,"-"
"1545","chr2L",18048626,"-"
"1546","chr2L",18057103,"+"
"1547","chr2L",18064485,"-"
"1548","chr2L",18070743,"+"
"1549","chr2L",18087252,"-"
"1550","chr2L",18092972,"+"
"1551","chr2L",18097241,"+"
"1552","chr2L",18097260,"+"
"1553","chr2L",18098505,"+"
"1554","chr2L",18098623,"-"
"1555","chr2L",18124432,"+"
"1556","chr2L",18138001,"+"
"1557","chr2L",18143415,"-"
"1558","chr2L",18147289,"-"
"1559","chr2L",18165293,"-"
"1560","chr2L",18173358,"+"
"1561","chr2L",18177310,"+"
"1562","chr2L",18181423,"+"
"1563","chr2L",18184540,"-"
"1564","chr2L",18204404,"+"
"1565","chr2L",18209988,"-"
"1566","chr2L",18223359,"-"
"1567","chr2L",18231053,"-"
"1568","chr2L",18232555,"+"
"1569","chr2L",18232929,"-"
"1570","chr2L",18234480,"-"
"1571","chr2L",18234550,"+"
"1572","chr2L",18236429,"-"
"1573","chr2L",18236656,"+"
"1574","chr2L",18251576,"+"
"1575","chr2L",18256328,"+"
"1576","chr2L",18261553,"+"
"1577","chr2L",18274435,"+"
"1578","chr2L",18278744,"-"
"1579","chr2L",18280206,"-"
"1580","chr2L",18281752,"-"
"1581","chr2L",18285914,"+"
"1582","chr2L",18287205,"-"
"1583","chr2L",18300857,"+"
"1584","chr2L",18338136,"-"
"1585","chr2L",18338421,"-"
"1586","chr2L",18343671,"-"
"1587","chr2L",18353278,"-"
"1588","chr2L",18355047,"-"
"1589","chr2L",18361571,"+"
"1590","chr2L",18369133,"+"
"1591","chr2L",18372994,"+"
"1592","chr2L",18379182,"+"
"1593","chr2L",18380707,"-"
"1594","chr2L",18402728,"-"
"1595","chr2L",18414388,"+"
"1596","chr2L",18418864,"+"
"1597","chr2L",18426095,"+"
"1598","chr2L",18432038,"+"
"1599","chr2L",18467962,"+"
"1600","chr2L",18472046,"+"
"1601","chr2L",18482010,"+"
"1602","chr2L",18485337,"+"
"1603","chr2L",18503476,"-"
"1604","chr2L",18505040,"+"
"1605","chr2L",18515528,"+"
"1606","chr2L",18522704,"+"
"1607","chr2L",18535874,"-"
"1608","chr2L",18575496,"+"
"1609","chr2L",18575508,"+"
"1610","chr2L",18587817,"-"
"1611","chr2L",18605194,"+"
"1612","chr2L",18607229,"+"
"1613","chr2L",18618314,"+"
"1614","chr2L",18627170,"+"
"1615","chr2L",18637552,"-"
"1616","chr2L",18660088,"+"
"1617","chr2L",18660804,"+"
"1618","chr2L",18662276,"+"
"1619","chr2L",18685311,"-"
"1620","chr2L",18693871,"-"
"1621","chr2L",18697052,"+"
"1622","chr2L",18697368,"-"
"1623","chr2L",18697371,"-"
"1624","chr2L",18726871,"-"
"1625","chr2L",18728222,"+"
"1626","chr2L",18747888,"+"
"1627","chr2L",18760827,"-"
"1628","chr2L",18765798,"+"
"1629","chr2L",18774790,"-"
"1630","chr2L",18784088,"-"
"1631","chr2L",18794978,"+"
"1632","chr2L",18807266,"+"
"1633","chr2L",18813253,"-"
"1634","chr2L",18839379,"-"
"1635","chr2L",18850761,"+"
"1636","chr2L",18854294,"+"
"1637","chr2L",18869333,"+"
"1638","chr2L",18873115,"-"
"1639","chr2L",18873189,"-"
"1640","chr2L",18875085,"+"
"1641","chr2L",18884749,"-"
"1642","chr2L",18889189,"+"
"1643","chr2L",18894506,"-"
"1644","chr2L",18894747,"-"
"1645","chr2L",18895710,"-"
"1646","chr2L",18902964,"+"
"1647","chr2L",18915728,"+"
"1648","chr2L",18932601,"+"
"1649","chr2L",18935338,"+"
"1650","chr2L",18946867,"+"
"1651","chr2L",18947332,"+"
"1652","chr2L",18950718,"-"
"1653","chr2L",18956071,"-"
"1654","chr2L",18958516,"-"
"1655","chr2L",18966686,"+"
"1656","chr2L",19010203,"-"
"1657","chr2L",19013227,"-"
"1658","chr2L",19018870,"-"
"1659","chr2L",19023199,"+"
"1660","chr2L",19027995,"+"
"1661","chr2L",19058891,"-"
"1662","chr2L",19086490,"-"
"1663","chr2L",19087304,"+"
"1664","chr2L",19097589,"-"
"1665","chr2L",19118398,"+"
"1666","chr2L",19131141,"+"
"1667","chr2L",19181245,"-"
"1668","chr2L",19183555,"+"
"1669","chr2L",19184589,"-"
"1670","chr2L",19185791,"-"
"1671","chr2L",19241377,"-"
"1672","chr2L",19252707,"-"
"1673","chr2L",19287778,"-"
"1674","chr2L",19299053,"-"
"1675","chr2L",19309761,"-"
"1676","chr2L",19311918,"-"
"1677","chr2L",19359115,"+"
"1678","chr2L",19371349,"+"
