chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
Ecoli,74852,-,5.74,1,0.83,1
Ecoli,75011,-,5.4,0.921,0.736,1
Ecoli,75037,+,6.76,1,0.902,1
Ecoli,75650,+,4.92,1,0.944,1
Ecoli,75651,-,5.15,1,0.768,1
Ecoli,75738,+,3.6,0.94,0.701,1
Ecoli,75739,-,6.44,1,1,1
Ecoli,75957,+,5.21,1,0.798,1
Ecoli,75958,-,5.96,1,0.892,1
Ecoli,75977,+,5.02,0.901,0.713,1
Ecoli,75978,-,5.76,0.951,0.764,1
Ecoli,75988,-,4.38,1,1,1
Ecoli,76038,+,7.28,0.988,0.774,1
Ecoli,76039,-,4.67,0.97,0.801,1
Ecoli,76067,+,8.62,0.979,0.938,1
Ecoli,76068,-,6.41,0.999,0.923,1
Ecoli,76551,+,4.98,0.884,0.719,1
Ecoli,76552,-,7.22,0.967,0.754,1
Ecoli,76695,+,6.91,1,0.91,1
Ecoli,76696,-,5.04,0.952,0.792,1
Ecoli,77027,+,4.9,1,0.939,1
Ecoli,77028,-,4.78,1,0.967,1
Ecoli,77036,+,6.19,0.958,0.78,1
Ecoli,77037,-,6.33,1,0.835,1
Ecoli,77153,+,4.78,1,1,1
Ecoli,77154,-,4.56,1,1,1
Ecoli,77624,+,6.57,1,0.903,1
Ecoli,77625,-,6.33,0.95,0.765,1
Ecoli,77771,+,5.99,0.994,0.991,1
Ecoli,77772,-,4.68,1,0.847,1
Ecoli,77808,-,7.55,1,0.888,1
Ecoli,77853,+,4.18,0.878,0.724,1
Ecoli,77854,-,4.9,0.96,0.766,1
Ecoli,78345,-,4.7,1,0.921,1
Ecoli,79013,+,4.66,1,0.876,1
Ecoli,79014,-,6.25,1,0.948,1
Ecoli,79029,+,7.62,0.976,0.935,1
Ecoli,79030,-,4.92,1,0.936,1
Ecoli,79783,+,6.24,1,0.9,1
Ecoli,79784,-,6.81,1,0.926,1
Ecoli,79929,+,7.1,0.991,0.873,1
Ecoli,79930,-,6.66,1,1,1
Ecoli,79947,+,4.3,0.962,0.731,1
Ecoli,79948,-,7.74,1,0.891,1
Ecoli,80545,+,4.76,1,0.985,1
Ecoli,80546,-,4.93,0.991,0.968,1
Ecoli,80606,-,5.08,0.949,0.786,1
Ecoli,80679,+,5.86,1,1,1
Ecoli,80680,-,6.56,0.961,0.81,1
Ecoli,81181,-,7.52,1,0.923,1
Ecoli,81251,+,6.6,1,0.822,1
Ecoli,81252,-,4.37,1,0.881,1
Ecoli,81324,+,6.09,0.987,0.833,1
Ecoli,81325,-,5.33,0.91,0.708,1
Ecoli,81337,-,5.71,1,0.879,1
Ecoli,81382,-,7.63,1,0.873,1
Ecoli,81444,+,7.43,0.981,0.792,1
Ecoli,81445,-,5.1,1,1,1
Ecoli,82409,-,6.42,1,0.849,1
Ecoli,82688,+,5.06,0.967,0.781,1
Ecoli,82689,-,12.58,1,0.985,1
Ecoli,82711,+,1.55,0,0,0
Ecoli,82716,+,4.26,0.963,0.729,1
Ecoli,82725,-,5.11,1,1,1
Ecoli,82787,+,7.43,0.976,0.821,1
Ecoli,82788,-,4.83,0.938,0.787,1
Ecoli,82835,+,5.58,1,0.882,1
Ecoli,82836,-,7.36,1,1,1
Ecoli,83080,+,5.13,0.943,0.769,1
Ecoli,83081,-,6.27,1,1,1
Ecoli,83174,+,3.77,0.919,0.729,1
Ecoli,83175,-,4.56,0.833,0.812,0.896
Ecoli,84039,+,4.44,0.918,0.725,1
Ecoli,84387,+,5.69,0.985,0.808,1
Ecoli,84388,-,3.95,0.958,0.722,1
Ecoli,84435,+,6.2,1,0.88,1
Ecoli,84436,-,3.95,1,1,1
Ecoli,85017,+,5.1,1,0.919,1
Ecoli,85018,-,5.85,1,1,1
Ecoli,85576,+,3.97,0.918,0.738,1
Ecoli,85665,+,5.45,1,1,1
Ecoli,85666,-,4.44,1,0.947,1
Ecoli,85676,+,4.21,0.937,0.731,1
Ecoli,85760,+,5.71,0.921,0.77,1
Ecoli,85761,-,5.3,0.977,0.829,1
Ecoli,86547,-,4.03,1,0.994,1
Ecoli,86668,+,5.88,1,0.831,1
Ecoli,86669,-,5.98,0.985,0.837,1
Ecoli,86761,+,5.89,0.97,0.81,1
Ecoli,86762,-,5.17,1,0.921,1
Ecoli,86872,+,6.18,0.957,0.759,1
Ecoli,86873,-,5.98,1,0.975,1
Ecoli,87091,+,5.57,1,0.969,1
Ecoli,87092,-,6.51,0.982,0.832,1
Ecoli,87175,+,5.07,1,0.855,1
Ecoli,87176,-,5.89,0.925,0.778,1
Ecoli,87475,+,6.52,1,1,1
Ecoli,87476,-,7.46,1,0.872,1
Ecoli,87534,+,5.31,1,0.825,1
Ecoli,87535,-,6.53,1,1,1
Ecoli,87854,+,5.81,0.928,0.756,1
Ecoli,87855,-,5.4,0.985,0.817,1
Ecoli,88103,+,4.56,1,0.813,1
Ecoli,88229,+,5.54,0.974,0.768,1
Ecoli,88230,-,5.91,0.944,0.757,1
Ecoli,88236,+,5.88,0.897,0.735,1
Ecoli,88237,-,4.64,0.894,0.712,1
Ecoli,88329,+,5.58,1,0.867,1
Ecoli,88330,-,6.1,1,0.983,1
Ecoli,88482,+,7.24,1,0.961,1
Ecoli,88483,-,4.73,1,0.934,1
Ecoli,88516,-,6.47,0.994,0.89,1
Ecoli,88650,+,11.38,0.986,0.816,1
Ecoli,88651,-,5.95,0.983,0.825,1
Ecoli,90214,+,4.88,1,0.769,1
Ecoli,90215,-,5.48,1,0.974,1
Ecoli,90253,+,4.13,0.999,0.862,1
Ecoli,90254,-,5.9,0.955,0.787,1
Ecoli,90257,+,5.82,0.98,0.828,1
Ecoli,90258,-,4.76,1,1,1
Ecoli,90299,+,7.47,0.978,0.824,1
Ecoli,90300,-,5.71,0.933,0.794,1
Ecoli,90362,+,5.76,0.986,0.808,1
Ecoli,90363,-,5.96,0.908,0.738,1
Ecoli,90376,+,5.64,1,0.997,1
Ecoli,90377,-,5.94,1,0.901,1
Ecoli,90396,-,5.97,1,1,1
Ecoli,90806,-,5.35,0.99,0.92,1
Ecoli,91036,-,5.74,0.986,0.861,1
Ecoli,91073,+,4.84,1,0.89,1
Ecoli,91074,-,4.46,1,0.819,1
Ecoli,91123,+,6.44,1,0.957,1
Ecoli,91284,+,5.55,0.987,0.775,1
Ecoli,91285,-,5.73,0.937,0.717,1
Ecoli,91329,+,5.45,0.964,0.788,1
Ecoli,91330,-,6.1,0.915,0.732,1
Ecoli,91363,+,4.75,1,0.938,1
Ecoli,91777,+,5.58,0.943,0.756,1
Ecoli,91778,-,4.32,1,0.87,1
Ecoli,93013,+,4.9,0.932,0.768,1
Ecoli,93014,-,5.85,0.989,0.972,1
Ecoli,93173,+,5.98,0.949,0.801,1
Ecoli,93174,-,6.11,1,1,1
Ecoli,93272,+,4,0.952,0.766,1
Ecoli,93273,-,5.61,1,1,1
Ecoli,93622,+,6.64,0.958,0.734,1
Ecoli,93623,-,5.69,0.986,0.84,1
Ecoli,93686,+,4.35,0.912,0.729,1
Ecoli,93687,-,4.03,1,0.883,1
Ecoli,93794,+,4.64,1,0.877,1
Ecoli,93795,-,6.33,1,0.951,1
Ecoli,93953,+,5.04,1,0.868,1
Ecoli,93954,-,7.03,0.979,0.929,0.998
Ecoli,94148,+,6.72,1,0.995,1
Ecoli,94149,-,6.16,1,0.984,1
Ecoli,94331,+,6.42,0.996,0.831,1
Ecoli,94332,-,7.12,0.909,0.752,1
Ecoli,94613,+,7.22,1,0.952,1
Ecoli,94614,-,6.7,0.958,0.752,1
Ecoli,94706,-,6,1,0.98,1
Ecoli,96254,+,5.18,0.986,0.855,1
Ecoli,96386,+,5.69,0.994,0.994,0.999
Ecoli,96387,-,4.97,0.961,0.752,1
Ecoli,97286,+,5.41,0.943,0.787,1
Ecoli,97287,-,5.41,0.981,0.827,1
Ecoli,97634,+,5.06,0.915,0.774,1
Ecoli,97635,-,5.47,1,0.898,1
Ecoli,97643,+,7.86,1,0.945,1
Ecoli,97644,-,4.31,1,1,1
Ecoli,97674,-,6.22,0.966,0.836,1
Ecoli,98339,+,5.56,0.963,0.816,1
Ecoli,98340,-,6.61,1,0.92,1
Ecoli,98467,-,4.64,1,1,1
Ecoli,98526,+,4.96,0.951,0.828,1
Ecoli,98527,-,6.53,0.996,0.976,1
Ecoli,98536,+,5.48,0.985,0.844,1
Ecoli,98537,-,4.56,1,0.846,1
Ecoli,98632,+,4.17,0.926,0.779,1
Ecoli,98633,-,4.4,0.911,0.746,1
Ecoli,98691,+,6.68,1,0.891,1
Ecoli,98692,-,4.96,0.927,0.769,1
Ecoli,98726,+,5.41,0.962,0.75,1
Ecoli,98735,-,6.07,1,0.864,1
Ecoli,98753,+,4.25,1,0.905,1
Ecoli,98754,-,7.93,0.908,0.766,1
Ecoli,98772,+,5.3,0.994,0.815,1
Ecoli,98773,-,5.58,0.868,0.723,1
Ecoli,98817,+,5.06,1,1,1
Ecoli,98818,-,5.52,1,0.991,1
Ecoli,98821,+,6.51,0.918,0.78,1
Ecoli,98822,-,7.29,1,1,1
Ecoli,98887,+,5.81,0.99,0.903,0.999
Ecoli,98896,-,5.7,1,0.938,1
Ecoli,99169,+,5.33,1,0.932,1
Ecoli,99170,-,8.62,1,1,1
Ecoli,99532,-,5.83,1,0.837,1
Ecoli,100900,+,5.48,1,0.866,1
Ecoli,100901,-,6.19,0.976,0.776,1
Ecoli,101080,+,6.23,1,0.886,1
Ecoli,101081,-,5.51,1,0.852,1
Ecoli,101462,+,6.83,0.991,0.9,1
Ecoli,101463,-,6.25,1,0.91,1
Ecoli,101470,+,6.48,1,0.835,1
Ecoli,101471,-,6.75,1,0.941,1
Ecoli,102071,+,6.58,1,1,1
Ecoli,102072,-,6.64,0.996,0.896,1
Ecoli,102089,+,7.56,0.985,0.951,1
Ecoli,102090,-,5.95,0.988,0.95,1
Ecoli,103236,+,4.89,0.977,0.845,1
Ecoli,103237,-,7.26,0.977,0.826,1
Ecoli,103386,+,7.67,1,0.935,1
Ecoli,103387,-,5.18,1,0.928,1
Ecoli,103555,+,4.53,1,0.934,1
Ecoli,103556,-,5.49,0.986,0.841,1
Ecoli,103985,+,5.88,0.979,0.807,1
Ecoli,103986,-,6.98,0.988,0.875,1
Ecoli,104207,+,6.86,1,0.845,1
Ecoli,104208,-,4.37,1,0.898,1
Ecoli,104372,+,5.6,0.999,0.907,1
Ecoli,104373,-,6.05,0.989,0.875,1
Ecoli,104408,+,5.4,0.949,0.76,1
Ecoli,104409,-,4.86,0.968,0.791,1
Ecoli,104462,+,5.16,0.961,0.757,1
Ecoli,104463,-,5.67,0.877,0.711,1
Ecoli,104870,+,5.65,0.985,0.787,1
Ecoli,104871,-,5.03,1,1,1
Ecoli,105002,+,4.5,1,1,1
Ecoli,105003,-,6.62,0.916,0.716,1
Ecoli,105206,+,5.68,1,0.86,1
Ecoli,105207,-,4.92,1,0.977,1
Ecoli,105555,+,5.21,0.939,0.728,1
Ecoli,105556,-,6.49,1,0.901,1
Ecoli,105753,-,5.68,1,0.834,1
Ecoli,105786,-,5.58,0.93,0.75,1
Ecoli,106314,+,5.57,0.969,0.772,1
Ecoli,106315,-,4.21,1,1,1
Ecoli,106560,+,6.89,1,1,1
Ecoli,106561,-,4.73,0.867,0.706,1
Ecoli,106863,+,4.17,0.888,0.73,1
Ecoli,106864,-,6.26,1,1,1
Ecoli,107112,+,5.52,0.963,0.826,1
Ecoli,107113,-,5.18,1,0.895,1
Ecoli,107286,+,4.56,1,0.856,1
Ecoli,107287,-,6.58,1,0.884,1
Ecoli,107688,+,5.23,0.962,0.777,1
Ecoli,108322,+,6.63,1,1,1
Ecoli,108468,+,6.26,0.972,0.827,1
Ecoli,108924,+,5.8,0.99,0.966,1
Ecoli,108925,-,5.33,0.962,0.794,1
Ecoli,108949,-,4.73,0.928,0.764,1
Ecoli,109017,+,5.94,0.985,0.828,1
Ecoli,109018,-,5.05,0.977,0.783,1
Ecoli,109371,+,5.9,1,0.871,1
Ecoli,109372,-,5.56,0.934,0.767,1
Ecoli,109401,+,4.53,0.996,0.851,1
Ecoli,109402,-,5.38,0.975,0.866,1
Ecoli,109543,+,6.2,1,1,1
Ecoli,109544,-,5.81,0.902,0.736,1
Ecoli,109590,+,7.12,0.985,0.818,1
Ecoli,109591,-,6.83,0.994,0.889,1
Ecoli,110239,+,6.32,1,0.983,1
Ecoli,110240,-,7.58,1,0.873,1
Ecoli,110671,+,5.49,0.886,0.724,1
Ecoli,110672,-,4.61,0.988,0.791,1
Ecoli,110926,+,6.72,0.985,0.811,1
Ecoli,110927,-,6.31,0.939,0.762,1
Ecoli,111691,+,7.48,1,0.915,1
Ecoli,111692,-,5,1,1,1
Ecoli,111743,+,6.6,1,0.887,1
Ecoli,111744,-,4.78,1,0.95,1
Ecoli,112255,+,6.83,1,0.887,1
Ecoli,112256,-,5.41,1,1,1
Ecoli,112410,+,7.87,1,1,1
Ecoli,112419,-,6.24,0.996,0.988,1
Ecoli,112921,+,6.25,1,1,1
Ecoli,112922,-,4.55,1,0.985,1
Ecoli,112999,+,5.93,1,0.901,1
Ecoli,113000,-,6.59,0.964,0.782,0.987
Ecoli,113064,+,6.15,0.963,0.769,1
Ecoli,113065,-,4.41,0.983,0.791,1
Ecoli,113148,+,5.9,0.894,0.721,1
Ecoli,113149,-,5.71,1,1,1
Ecoli,113460,+,5.85,0.878,0.71,1
Ecoli,113461,-,6.18,0.962,0.786,1
Ecoli,114089,+,5.14,0.987,0.835,1
Ecoli,114090,-,5.61,0.906,0.725,1
Ecoli,114702,+,4.78,1,0.856,1
Ecoli,114703,-,6.85,1,0.94,1
Ecoli,114928,+,7.16,1,0.893,1
Ecoli,114929,-,6.22,1,0.936,1
Ecoli,115108,+,6.31,0.99,0.943,1
Ecoli,115109,-,5.76,1,0.886,1
Ecoli,115339,+,4.51,0.946,0.707,1
Ecoli,115340,-,7.59,0.987,0.857,1
Ecoli,115416,+,5.2,0.894,0.706,1
Ecoli,115417,-,6.1,0.963,0.812,1
Ecoli,116198,+,5.89,1,0.879,1
Ecoli,116199,-,6.8,1,0.937,1
Ecoli,116222,+,4.41,0.981,0.826,1
Ecoli,116223,-,5.96,0.942,0.794,1
Ecoli,116231,+,5.73,1,0.894,1
Ecoli,116232,-,5.33,0.867,0.712,1
Ecoli,116248,+,8.06,1,0.881,1
Ecoli,116249,-,6.85,0.978,0.771,1
Ecoli,116336,+,6.06,0.926,0.723,1
Ecoli,116337,-,5.91,1,0.985,1
Ecoli,116348,-,4.34,1,0.927,1
Ecoli,116948,+,7.92,1,0.941,1
Ecoli,116949,-,5.71,0.978,0.801,1
Ecoli,118092,+,4.83,0.95,0.77,1
Ecoli,118093,-,7.17,0.957,0.795,1
Ecoli,118465,-,5.33,0.851,0.786,0.942
Ecoli,118726,+,4.37,1,0.819,1
Ecoli,118727,-,5.12,1,0.936,1
Ecoli,118874,+,4.85,0.971,0.779,1
Ecoli,118875,-,4.6,1,0.873,1
Ecoli,118903,-,4.53,0.999,0.828,1
Ecoli,118931,+,4.6,0.98,0.777,1
Ecoli,118932,-,5.04,0.909,0.745,1
Ecoli,119212,-,7.87,1,0.971,1
Ecoli,119223,+,6.32,0.969,0.811,1
Ecoli,119224,-,4.8,1,0.851,1
Ecoli,119354,+,4.22,0.932,0.771,1
Ecoli,119355,-,5.84,0.96,0.754,1
Ecoli,119911,+,3.31,0.994,0.877,0.998
Ecoli,119912,-,7.25,1,0.846,1
Ecoli,120239,+,6.34,1,0.901,1
Ecoli,120240,-,6.85,0.888,0.714,1
Ecoli,120254,+,6.82,1,1,1
Ecoli,120255,-,6.42,0.983,0.8,1
Ecoli,120329,+,6.95,1,0.986,1
Ecoli,120330,-,6.66,1,0.991,1
Ecoli,120513,+,5.93,1,1,1
Ecoli,120522,-,5.4,1,0.962,1
Ecoli,120728,+,5.72,1,0.86,1
Ecoli,120729,-,6.59,0.996,0.995,1
Ecoli,120887,+,6.15,1,0.951,1
Ecoli,120888,-,5.43,0.965,0.799,1
Ecoli,120979,+,5.81,1,1,1
Ecoli,121049,+,6.49,0.994,0.86,0.998
Ecoli,121580,+,5.33,1,1,1
Ecoli,121680,-,6.64,1,0.883,1
Ecoli,122158,+,6.51,1,0.831,1
Ecoli,122342,+,5.37,1,0.925,1
Ecoli,122343,-,5.2,1,1,1
Ecoli,122516,+,5.51,1,0.943,1
Ecoli,123045,+,6.39,1,0.885,1
Ecoli,123050,+,4.54,0.975,0.795,1
Ecoli,123051,-,6.75,1,0.924,1
Ecoli,123077,+,4.75,0.985,0.797,1
Ecoli,123078,-,7.46,1,1,1
Ecoli,123126,-,5.27,0.898,0.722,1
Ecoli,123744,-,6.05,1,0.895,1
Ecoli,123839,+,5.96,0.925,0.781,1
Ecoli,123840,-,5.31,0.933,0.732,1
Ecoli,123887,+,5.99,0.919,0.708,1
Ecoli,123888,-,5.13,1,0.825,1
Ecoli,123950,+,6.51,1,1,1
Ecoli,123951,-,5.1,0.988,0.802,1
Ecoli,124085,+,5.18,0.95,0.805,1
Ecoli,124086,-,5.16,1,0.841,1
Ecoli,124114,-,5.74,1,0.986,1
Ecoli,124493,+,6.26,0.892,0.74,1
Ecoli,124494,-,7.55,1,0.913,1
Ecoli,124550,+,4.51,0.968,0.801,1
Ecoli,124558,-,5.64,1,0.902,1
Ecoli,124571,+,4.68,0.881,0.729,1
Ecoli,124724,+,4.14,0.974,0.812,1
Ecoli,124796,+,4.86,0.98,0.85,1
Ecoli,124797,-,5.87,0.926,0.748,1
Ecoli,124845,+,6.26,1,0.873,1
Ecoli,125752,+,6.27,1,1,1
Ecoli,125797,+,5.67,0.919,0.762,1
Ecoli,125863,+,5.99,1,0.936,1
Ecoli,126106,+,4.63,0.886,0.731,0.999
Ecoli,126172,+,4.98,0.985,0.824,1
Ecoli,126409,+,4.9,0.986,0.852,1
Ecoli,126410,-,5.37,0.913,0.755,1
Ecoli,126523,+,5.64,0.936,0.817,1
Ecoli,126691,+,4.63,1,0.922,1
Ecoli,126692,-,5.91,1,0.932,1
Ecoli,126961,+,5.56,0.944,0.742,1
Ecoli,126962,-,3.94,0.971,0.708,1
Ecoli,127063,+,5.78,1,1,1
Ecoli,127510,+,5.87,0.983,0.889,1
Ecoli,128191,+,4.15,0.946,0.74,1
Ecoli,128192,-,5.09,1,0.856,1
Ecoli,128317,+,4.64,0.998,0.898,1
Ecoli,128336,-,7.63,1,0.938,1
Ecoli,128359,+,5.2,1,0.895,1
Ecoli,128360,-,5.43,1,0.938,1
Ecoli,128387,+,5.98,1,1,1
Ecoli,128388,-,6.02,0.912,0.732,1
Ecoli,128939,+,6.85,1,0.885,1
Ecoli,129136,+,4.92,0.975,0.798,1
Ecoli,129137,-,4.46,1,0.881,1
Ecoli,129798,+,5.15,0.926,0.802,1
Ecoli,129799,-,6.4,1,1,1
Ecoli,130140,-,6.03,0.999,0.847,1
Ecoli,130341,-,5,0.902,0.746,1
Ecoli,131024,+,4.15,1,0.908,1
Ecoli,131025,-,4.97,0.918,0.731,1
Ecoli,131268,+,5.52,0.964,0.78,1
Ecoli,131269,-,5.82,0.98,0.817,1
Ecoli,131755,-,5.08,1,0.943,1
Ecoli,131921,+,7.26,0.976,0.817,1
Ecoli,131922,-,5.43,1,0.847,1
Ecoli,132272,+,5.38,1,0.99,1
Ecoli,132273,-,6.87,1,0.889,1
Ecoli,132750,+,6.76,1,0.899,1
Ecoli,132751,-,5.51,0.892,0.72,1
Ecoli,133124,+,4.96,0.904,0.71,1
Ecoli,133125,-,5.57,1,0.948,1
Ecoli,133257,+,6.1,1,0.969,1
Ecoli,133258,-,5.96,0.985,0.849,1
Ecoli,133286,+,4.74,1,0.928,1
Ecoli,133287,-,5.2,0.898,0.724,1
Ecoli,133371,+,5.07,0.897,0.742,1
Ecoli,133372,-,6.02,1,0.862,1
Ecoli,133460,+,6.23,1,0.91,1
Ecoli,133461,-,7.12,1,0.994,1
Ecoli,133505,+,6.8,1,0.965,1
Ecoli,133506,-,4.8,0.937,0.759,1
Ecoli,133524,+,6.32,0.954,0.795,1
Ecoli,133622,+,4.05,1,0.894,1
Ecoli,133623,-,8.35,0.978,0.802,1
Ecoli,133632,+,4.75,1,0.883,1
Ecoli,133633,-,5.07,1,1,1
Ecoli,133718,+,5.38,0.985,0.841,1
Ecoli,133719,-,6.48,1,0.926,1
Ecoli,133910,+,5.05,0.953,0.774,1
Ecoli,135125,+,5.76,0.955,0.854,1
Ecoli,135126,-,4.79,1,0.926,1
Ecoli,135358,+,5.79,1,0.982,1
Ecoli,135367,-,4.61,1,0.902,1
Ecoli,135797,+,5.86,0.928,0.706,1
Ecoli,135798,-,5.35,1,0.921,1
Ecoli,135982,+,4.13,0.943,0.726,1
Ecoli,135983,-,6.17,1,0.986,1
Ecoli,136052,+,7.35,1,0.819,1
Ecoli,136053,-,4.42,1,0.887,1
Ecoli,136072,+,7.45,1,0.938,1
Ecoli,136358,+,5.17,1,0.879,1
Ecoli,136363,+,9.16,1,0.934,1
Ecoli,136364,-,6.76,1,1,1
Ecoli,136372,+,4.74,0.988,0.774,1
Ecoli,136373,-,6.47,0.999,0.946,1
Ecoli,136654,+,8.45,0.97,0.814,1
Ecoli,136655,-,6.99,1,0.914,1
Ecoli,137188,+,5.88,1,0.984,1
Ecoli,137189,-,5.36,1,0.937,1
Ecoli,137477,+,4.68,1,0.806,1
Ecoli,137478,-,5.47,1,0.861,1
Ecoli,137581,+,5.78,0.874,0.701,1
Ecoli,137582,-,6.16,0.984,0.852,1
Ecoli,137632,+,5.38,0.931,0.811,1
Ecoli,138200,+,5.14,1,0.807,1
Ecoli,138201,-,6.57,0.944,0.8,1
Ecoli,138221,+,6.82,1,0.817,1
Ecoli,138222,-,4.7,1,0.88,1
Ecoli,138661,+,6.89,0.985,0.803,1
Ecoli,138662,-,4.92,0.98,0.81,1
Ecoli,138917,+,5.66,0.951,0.741,1
Ecoli,138918,-,4.68,0.931,0.807,1
Ecoli,139198,+,5.95,1,1,1
Ecoli,139373,+,5.03,1,0.821,1
Ecoli,139374,-,6.79,0.998,0.892,1
Ecoli,139432,+,5.35,1,0.796,1
Ecoli,139433,-,6.05,1,0.868,1
Ecoli,139723,+,5.71,1,1,1
Ecoli,139724,-,5.6,0.986,0.802,1
Ecoli,139730,+,8.15,0.992,0.941,1
Ecoli,139739,-,3.67,0.964,0.857,1
Ecoli,139822,+,3.8,0.924,0.734,1
Ecoli,139823,-,4.06,0.947,0.787,1
Ecoli,139984,+,7.06,1,1,1
Ecoli,139985,-,5.28,1,0.91,1
Ecoli,140071,+,6.17,0.999,0.928,1
Ecoli,140072,-,5.03,0.928,0.77,1
Ecoli,140086,+,5.27,0.925,0.724,1
Ecoli,140132,+,5.19,0.994,0.789,1
Ecoli,140133,-,5.93,0.996,0.776,1
Ecoli,140473,+,5.12,1,0.825,1
Ecoli,140474,-,7.7,1,0.916,1
Ecoli,140596,+,4.51,1,0.805,1
Ecoli,140731,+,4.04,1,0.984,1
Ecoli,140732,-,5.12,0.941,0.778,1
Ecoli,140789,+,4.85,1,0.822,1
Ecoli,140790,-,5.12,0.944,0.768,1
Ecoli,140801,-,6.86,1,0.903,1
Ecoli,140913,-,4.84,0.899,0.702,1
Ecoli,141292,-,4.98,1,1,1
Ecoli,141384,+,4.93,0.99,0.953,1
Ecoli,141393,-,4.99,1,1,1
Ecoli,141455,+,5.18,0.985,0.835,1
Ecoli,141456,-,4.49,0.921,0.74,1
Ecoli,141684,+,6.04,0.924,0.759,1
Ecoli,141685,-,4.72,0.899,0.714,1
Ecoli,141770,+,6.3,0.998,0.903,1
Ecoli,141872,+,4.49,1,1,1
Ecoli,141873,-,4.92,1,0.887,1
Ecoli,142101,+,7.56,1,1,1
Ecoli,142102,-,5.88,0.973,0.847,1
Ecoli,142605,+,5.06,0.924,0.733,1
Ecoli,142606,-,4.68,0.932,0.782,1
Ecoli,142981,+,6.84,0.94,0.75,1
Ecoli,143152,+,4.15,0.96,0.762,1
Ecoli,143153,-,4.26,0.983,0.819,1
Ecoli,143483,-,5.32,1,0.938,1
Ecoli,143580,+,4.45,1,1,1
Ecoli,143581,-,4.41,0.938,0.747,1
Ecoli,143695,+,6.35,1,0.923,1
Ecoli,143696,-,3.86,1,0.833,1
Ecoli,143750,+,4.63,1,0.909,1
Ecoli,143751,-,4.28,1,0.839,1
Ecoli,143900,+,5.7,0.962,0.822,1
Ecoli,143901,-,5.75,0.923,0.752,1
Ecoli,143915,+,5.85,1,0.901,1
Ecoli,143916,-,5.94,1,0.925,1
Ecoli,144332,+,7.08,0.984,0.842,1
Ecoli,144333,-,5.9,0.994,0.892,0.998
Ecoli,144428,+,5.06,1,0.847,1
Ecoli,144429,-,4.68,1,0.927,1
Ecoli,144443,+,3.89,0.975,0.751,1
Ecoli,144444,-,5.54,0.987,0.826,1
Ecoli,145528,+,5.39,0.919,0.756,1
Ecoli,145529,-,5.08,1,0.886,1
Ecoli,145541,+,4.68,1,0.907,1
Ecoli,145542,-,4.44,0.957,0.797,1
Ecoli,145759,+,5.55,1,0.832,1
Ecoli,145760,-,5.2,0.968,0.808,1
Ecoli,147560,-,5.16,0.968,0.762,1
Ecoli,147972,+,5.71,1,0.873,1
Ecoli,148133,+,6.6,1,1,1
Ecoli,148134,-,6.1,1,0.855,1
Ecoli,148503,+,6.95,1,0.967,1
Ecoli,148504,-,4.11,0.97,0.793,1
Ecoli,148595,+,6.58,0.9,0.727,1
Ecoli,148596,-,7.03,1,1,1
Ecoli,148967,+,5.91,0.992,0.782,1
Ecoli,148968,-,5.6,1,1,1
Ecoli,149012,+,7,0.963,0.779,1
Ecoli,149119,+,7.44,1,0.998,1
Ecoli,149120,-,5.32,1,0.891,1
Ecoli,150345,+,4.91,0.983,0.765,1
Ecoli,150346,-,6.35,1,0.926,1
Ecoli,150453,+,5.53,0.923,0.743,1
Ecoli,150454,-,4.63,0.999,0.845,1
Ecoli,151069,+,4.87,1,0.883,1
Ecoli,151070,-,8.76,1,1,1
Ecoli,151149,+,6.11,1,1,1
Ecoli,151150,-,6.38,0.981,0.929,1
Ecoli,151439,-,5.67,0.928,0.742,1
Ecoli,152387,+,4.33,1,0.855,1
Ecoli,152396,-,6.97,1,1,1
Ecoli,152611,-,4.78,0.981,0.828,1
Ecoli,153192,+,6.16,1,0.872,1
Ecoli,153193,-,5.75,0.985,0.817,1
Ecoli,153264,+,5.16,1,0.959,1
Ecoli,153265,-,5.24,1,0.866,1
Ecoli,153957,+,5.93,0.899,0.743,1
Ecoli,153958,-,9.01,1,0.893,1
Ecoli,154440,+,4.87,0.929,0.73,1
Ecoli,154441,-,4.68,0.992,0.881,1
Ecoli,154468,-,5.28,0.965,0.815,1
Ecoli,154929,+,5.18,1,0.882,1
Ecoli,154930,-,4.92,1,0.986,1
Ecoli,154993,-,4.49,0.969,0.809,1
Ecoli,155280,+,6.31,0.922,0.759,1
Ecoli,155281,-,7.05,0.984,0.835,1
Ecoli,156085,+,5.36,1,0.985,1
Ecoli,156086,-,6.23,1,0.952,1
Ecoli,156723,+,4.97,0.986,0.868,1
Ecoli,156724,-,6.26,1,0.966,1
Ecoli,157445,+,5.16,1,1,1
Ecoli,157446,-,5.98,0.991,0.779,1
Ecoli,157583,+,6,1,0.934,1
Ecoli,157584,-,5.56,1,0.852,1
Ecoli,158129,+,5.96,1,0.957,1
Ecoli,158130,-,6.78,1,0.946,1
Ecoli,158246,+,6.18,0.896,0.73,1
Ecoli,158247,-,7.12,1,1,1
Ecoli,158435,+,6.06,1,0.928,1
Ecoli,158436,-,7.2,1,1,1
Ecoli,158512,+,6.46,0.962,0.821,1
Ecoli,158513,-,5.71,1,0.855,1
Ecoli,158569,+,5.38,1,0.873,1
