chr,coordinate,strand,IPD_ratio,frac,fracLow,fracUp
Chr1,4252207,+,2.35,0.958,0.931,0.983
Chr1,4252510,+,1.74,1,0.942,1
Chr1,4263099,+,3.17,1,0.986,1
Chr1,4298881,+,3.81,0.945,0.816,1
Chr1,4313600,+,4.02,1,0.716,1
Chr1,4344494,+,3.95,0.992,0.925,1
Chr1,4345624,+,3.18,1,0.865,1
Chr1,4352579,+,4.16,1,0.858,1
Chr1,4378341,+,7.81,0.981,0.772,1
Chr1,4388489,+,3.53,1,0.895,1
Chr1,4399739,-,1.91,0.68,0.654,0.724
Chr1,4400509,-,5.46,0.884,0.788,0.982
Chr1,4425572,+,4.54,0.997,0.923,1
Chr1,4444881,-,3.96,0.964,0.744,1
Chr1,4450320,+,4.02,0.981,0.718,1
Chr1,4454179,-,3.34,1,0.794,1
Chr1,4454223,-,3.69,1,0.8,1
Chr1,4455830,+,7.59,1,0.978,1
Chr1,4469790,-,2.66,0.995,0.766,0.998
Chr1,4470530,+,3.77,0.984,0.763,1
Chr1,4471371,-,4.67,1,0.975,1
Chr1,4501961,-,3.99,1,0.963,1
Chr1,4513383,-,3.29,1,0.797,1
Chr1,4515982,+,3.13,1,1,1
Chr1,4537050,-,1.77,0.434,0.316,0.614
Chr1,4553535,+,4.15,1,0.966,1
Chr1,4557575,+,2.51,1,0.71,1
Chr1,4573611,-,2.75,1,0.77,1
Chr1,4575766,-,1.6,0.509,0.375,0.639
Chr1,4575829,-,1.8,0.458,0.341,0.631
Chr1,4577499,+,3.45,0.986,0.717,1
Chr1,4593410,+,4.21,1,0.951,1
Chr1,4597250,-,2.79,0.979,0.917,1
Chr1,4597458,+,2.26,1,0.712,1
Chr1,4602312,+,3.19,1,0.828,1
Chr1,4605325,+,4.36,0.96,0.806,0.982
Chr1,4616968,+,3.15,1,0.842,1
Chr1,4619309,+,4.33,0.986,0.806,1
Chr1,4627974,-,1.65,0.496,0.38,0.61
Chr1,4639057,+,5.03,0.995,0.994,1
Chr1,4639902,+,4.61,0.995,0.838,0.998
Chr1,4645458,+,4.07,1,0.81,1
Chr1,4652167,-,2.83,1,0.773,1
Chr1,4659490,+,2.64,1,1,1
Chr1,4665805,-,2.97,1,0.997,1
Chr1,4676985,+,2.82,1,1,1
Chr1,4683963,+,1.86,0.549,0.398,0.686
Chr1,4684467,+,5.94,1,0.962,1
Chr1,4704176,+,1.63,0.549,0.445,0.636
Chr1,4709719,-,2.69,1,0.715,1
Chr1,4712037,+,4.2,0.984,0.775,1
Chr1,4714815,+,4.52,0.947,0.755,1
Chr1,4729074,+,2.1,0.544,0.433,0.727
Chr1,4743652,+,4.1,1,0.76,1
Chr1,4744458,-,9.28,1,0.975,1
Chr1,4754046,-,1.54,0.313,0.219,0.472
Chr1,4759162,-,2.76,0.971,0.946,0.995
Chr1,4762416,-,1.58,0.69,0.585,0.759
Chr1,4767848,-,4.02,0.924,0.703,1
Chr1,4776127,-,3.05,0.999,0.956,1
Chr1,4778236,+,1.46,1,1,1
Chr1,4778237,+,2.02,0.553,0.427,0.648
Chr1,4780206,-,3.03,1,0.934,1
Chr1,4786445,+,3.71,0.973,0.718,1
Chr1,4798879,+,2.45,0.824,0.715,0.928
Chr1,4803172,-,2.72,1,1,1
Chr1,4812980,-,2.29,0.939,0.721,1
Chr1,4819519,+,3.71,1,0.814,1
Chr1,4840525,+,2.97,1,1,1
Chr1,4860411,-,5.75,1,1,1
Chr1,4863151,+,4.08,0.996,0.988,1
Chr1,4867905,-,1.5,0.874,0.764,0.905
Chr1,4877247,+,4.3,0.962,0.775,1
Chr1,4895088,+,1.58,0.657,0.433,0.725
Chr1,4898158,+,2.28,0.955,0.774,1
Chr1,4898161,-,4.14,1,1,1
Chr1,4903164,+,3.86,0.225,0.111,0.383
Chr1,4905056,-,2.68,1,0.739,1
Chr1,4907325,+,1.61,0.434,0.269,0.566
Chr1,4911431,+,4.48,1,0.984,1
Chr1,4932985,-,8.57,0.476,0.35,0.603
Chr1,4937321,-,1.69,0.826,0.762,0.89
Chr1,4988941,+,1.71,0.632,0.517,0.751
Chr1,5015437,+,3.77,0.969,0.701,1
Chr1,5026881,-,3.22,0.994,0.75,1
Chr1,5029511,+,4.35,0.948,0.746,1
Chr1,5029911,+,3.85,0.987,0.985,0.992
Chr1,5032863,-,3.32,0.99,0.925,1
Chr1,5034157,+,3.77,1,0.937,1
Chr1,5034414,+,5.36,1,1,1
Chr1,5039016,+,6.74,1,0.9,1
Chr1,5039025,-,9.22,1,1,1
Chr1,5040007,-,4.63,0.93,0.725,1
Chr1,5040077,-,4.03,1,1,1
Chr1,5074949,-,2.23,1,0.749,1
Chr1,5075898,-,5.38,0.937,0.743,1
Chr1,5076278,-,3.91,1,1,1
Chr1,5087597,-,1.78,0.704,0.618,0.791
Chr1,5091663,-,1.79,1,1,1
Chr1,5101858,+,8.01,1,1,1
Chr1,5105355,-,2.2,0.775,0.726,0.823
Chr1,5108881,+,7,1,0.826,1
Chr1,5109049,-,3.05,1,0.829,1
Chr1,5110687,+,3.61,0.994,0.964,1
Chr1,5125194,+,3.14,0.993,0.856,1
Chr1,5133354,+,1.87,0.863,0.695,0.91
Chr1,5140495,+,6.15,1,1,1
Chr1,5140519,+,2.01,0.853,0.834,0.875
Chr1,5141756,+,3.91,0.985,0.757,1
Chr1,5174400,-,7.69,1,1,1
Chr1,5189490,-,1.59,0.828,0.781,0.874
Chr1,5213350,-,2.78,1,0.835,1
Chr1,5217647,-,5.89,1,0.854,1
Chr1,5225376,-,4.49,1,1,1
Chr1,5233403,-,2.74,0.991,0.766,1
Chr1,5244300,-,2.45,0.986,0.806,1
Chr1,5249555,-,3.68,0.997,0.861,1
Chr1,5250139,+,2.25,1,0.82,1
Chr1,5259668,+,4.79,1,0.982,1
Chr1,5265189,+,2.27,0.992,0.988,0.999
Chr1,5274456,+,2.85,0.999,0.729,1
Chr1,5275525,-,3.29,1,0.727,1
Chr1,5278152,+,2.01,0.666,0.517,0.794
Chr1,5281794,-,2.07,0.732,0.572,0.86
Chr1,5290531,+,5.25,0.986,0.919,1
Chr1,5305410,+,2.94,1,0.701,1
Chr1,5307305,-,3.06,0.986,0.71,1
Chr1,5307868,-,2.4,1,0.721,1
Chr1,5313997,+,4.27,1,0.81,1
Chr1,5314781,-,4.05,0.99,0.839,1
Chr1,5317830,+,2.64,1,0.86,1
Chr1,5323686,-,5.16,1,0.818,1
Chr1,5338219,-,3.78,0.925,0.71,1
Chr1,5352142,+,4.35,1,0.942,1
Chr1,5356528,-,2.29,0.895,0.714,1
Chr1,5365681,+,1.97,0.51,0.363,0.639
Chr1,5382639,-,3.67,1,1,1
Chr1,5395571,+,4.96,1,0.918,1
Chr1,5403634,+,3.6,0.985,0.703,1
Chr1,5404272,-,3.41,0.956,0.704,0.995
Chr1,5412067,-,1.61,0.678,0.551,0.805
Chr1,5415203,-,8.52,1,0.994,1
Chr1,5416629,-,3.33,1,0.803,1
Chr1,5431383,+,3.22,1,0.789,1
Chr1,5432210,+,8.24,0.981,0.972,0.992
Chr1,5442667,+,1.83,0.89,0.865,0.914
Chr1,5454310,+,3.77,1,0.703,1
Chr1,5475267,+,2.61,1,0.789,1
Chr1,5477467,+,3.23,1,0.984,1
Chr1,5482792,+,2.83,1,1,1
Chr1,5490933,+,3.2,1,1,1
Chr1,5495776,+,3.15,0.997,0.73,1
Chr1,5502413,-,2.91,0.979,0.903,0.998
Chr1,5516934,+,3.98,1,0.829,1
Chr1,5528723,-,3.9,1,0.845,1
Chr1,5549825,+,4.18,0.995,0.781,1
Chr1,5560501,-,2.71,1,1,1
Chr1,5565162,+,3.1,1,0.718,1
Chr1,5565796,+,3.67,1,0.727,1
Chr1,5566270,-,4.34,0.979,0.828,1
Chr1,5612835,-,3.11,0.995,0.97,1
Chr1,5620672,-,4.12,0.984,0.729,1
Chr1,5620918,-,5.02,1,0.756,1
Chr1,5624114,+,6.49,0.994,0.958,1
Chr1,5626405,-,4.53,0.885,0.708,1
Chr1,5650824,-,2.64,1,1,1
Chr1,5670227,-,3.33,0.996,0.744,1
Chr1,5676789,+,4.67,1,0.965,1
Chr1,5677587,+,4.55,1,0.855,1
Chr1,5688850,-,3.04,1,0.704,1
Chr1,5689454,+,2.05,0.819,0.737,0.908
Chr1,5693431,-,3.95,1,0.759,1
Chr1,5696284,+,3.1,0.985,0.795,1
Chr1,5697899,+,2.84,0.988,0.865,0.998
Chr1,5701250,+,3.71,0.905,0.694,0.983
Chr1,5701970,-,7.75,1,1,1
Chr1,5708158,+,4.25,0.956,0.754,1
Chr1,5711087,-,3.52,0.962,0.853,0.983
Chr1,5720870,-,3.33,0.999,0.972,1
Chr1,5722781,-,2.38,0.997,0.935,1
Chr1,5736069,+,3.03,1,0.805,1
Chr1,5738283,+,3.25,0.998,0.71,1
Chr1,5741760,-,3.5,0.991,0.763,1
Chr1,5748096,+,3.71,1,0.856,1
Chr1,5748448,+,4.85,0.982,0.714,1
Chr1,5750387,+,2.38,0.958,0.861,1
Chr1,5754700,-,3.52,1,0.87,1
Chr1,5762505,+,4.17,1,0.961,1
Chr1,5771819,-,1.72,0.562,0.43,0.712
Chr1,5779376,+,4.02,1,1,1
Chr1,5779506,-,3.55,1,1,1
Chr1,5807770,+,2.42,0.517,0.38,0.669
Chr1,5807807,+,6.13,0.956,0.748,1
Chr1,5820412,+,4.09,1,0.84,1
Chr1,5824913,+,2.61,1,0.738,1
Chr1,5837619,+,1.65,1,0.824,1
Chr1,5837620,+,1.89,0.386,0.271,0.546
Chr1,5837621,+,2.48,0.538,0.428,0.65
Chr1,5855762,-,1.93,0.706,0.623,0.789
Chr1,5859027,-,4.04,1,0.975,1
Chr1,5860415,-,6.32,1,1,1
Chr1,5879466,-,2.72,1,0.772,1
Chr1,5882476,+,4.66,0.971,0.759,1
Chr1,5882673,-,4.33,1,0.784,1
Chr1,5894014,+,7.87,1,1,1
Chr1,5904980,-,3.15,0.987,0.979,1
Chr1,5912838,+,3.57,1,0.883,1
Chr1,5914619,+,2.56,1,0.807,1
Chr1,5916403,+,5.97,1,1,1
Chr1,5917925,-,2.33,1,0.704,1
Chr1,5920390,-,3.03,1,0.776,1
Chr1,5924161,+,7.56,1,0.968,1
Chr1,5933448,+,3.12,1,0.754,1
Chr1,5935176,-,4.94,1,0.745,1
Chr1,5937218,+,4.58,1,1,1
Chr1,5952356,+,5.59,0.987,0.942,0.994
Chr1,5958741,-,3.67,0.975,0.787,1
Chr1,5959392,+,2.99,0.982,0.968,1
Chr1,5963375,+,1.68,0.589,0.494,0.688
Chr1,5969099,+,4.11,1,0.891,1
Chr1,5971152,-,3.42,1,0.907,1
Chr1,5971792,+,5.37,1,0.839,1
Chr1,5974816,+,3.88,1,0.755,1
Chr1,5975688,-,2.82,1,0.9,1
Chr1,5989249,-,12.44,1,0.929,1
Chr1,5994130,+,3.18,1,0.769,1
Chr1,5994921,-,4.38,1,0.883,1
Chr1,5995385,+,4.07,1,1,1
Chr1,6012108,+,3.19,1,1,1
Chr1,6019308,-,4.18,0.948,0.72,1
Chr1,6019347,+,2.89,0.983,0.753,1
Chr1,6027046,+,2.97,1,1,1
Chr1,6039179,+,2.84,1,0.783,1
Chr1,6040077,+,3.99,1,1,1
Chr1,6041569,-,7.09,1,1,1
Chr1,6042186,+,3.55,0.974,0.838,0.984
Chr1,6044369,-,8.12,1,1,1
Chr1,6048342,-,2.08,1,1,1
Chr1,6050985,-,2.66,1,1,1
Chr1,6060190,+,2.72,0.999,0.803,1
Chr1,6066095,+,5.48,0.996,0.895,1
Chr1,6066096,-,4.54,1,0.998,1
Chr1,6070836,+,3.4,1,0.786,1
Chr1,6084554,+,7.92,1,0.995,1
Chr1,6093201,+,2.74,1,0.816,1
Chr1,6094724,+,5.37,0.942,0.723,1
Chr1,6094930,+,3.52,1,0.825,1
Chr1,6136042,+,1.72,0.601,0.494,0.707
Chr1,6167017,-,2.96,0.989,0.745,1
Chr1,6168384,-,3.58,1,1,1
Chr1,6189194,+,3.73,1,0.757,1
Chr1,6205945,-,4.42,1,0.963,1
Chr1,6208811,+,3.23,0.987,0.978,1
Chr1,6211595,+,5.31,1,0.885,1
Chr1,6211604,-,10.04,1,1,1
Chr1,6212075,+,2.03,0.63,0.466,0.763
Chr1,6212113,-,2.92,0.929,0.701,1
Chr1,6215644,-,2.81,1,0.774,1
Chr1,6217972,+,2.19,0.53,0.386,0.65
Chr1,6243184,+,3.65,0.904,0.723,1
Chr1,6245500,-,3.15,1,0.836,1
Chr1,6266666,-,15.55,1,0.974,1
Chr1,6275864,+,3.8,1,0.863,1
Chr1,6275911,+,2.54,1,0.84,1
Chr1,6276318,-,3.42,1,0.994,1
Chr1,6285946,+,3.88,1,0.826,1
Chr1,6286493,+,3.25,0.911,0.715,1
Chr1,6294091,+,3.34,1,0.731,1
Chr1,6315170,+,3.99,1,0.768,1
Chr1,6328270,-,4.25,0.952,0.707,1
Chr1,6340298,-,2.7,1,0.701,1
Chr1,6340359,-,2.97,1,1,1
Chr1,6355671,-,4.43,1,0.972,1
Chr1,6357490,+,4.41,0.835,0.674,0.955
Chr1,6357585,-,3.19,0.98,0.967,1
Chr1,6358783,-,3.5,0.995,0.816,1
Chr1,6370986,-,2.83,1,1,1
Chr1,6383008,+,1.53,0.097,0,0.286
Chr1,6389016,-,4.44,1,0.85,1
Chr1,6395426,-,5.57,1,0.986,1
Chr1,6397712,-,5.27,1,0.837,1
Chr1,6405606,+,1.75,0.774,0.635,0.885
Chr1,6407204,-,2.97,1,1,1
Chr1,6412091,-,1.7,0.986,0.726,1
Chr1,6412375,+,1.77,0.645,0.474,0.763
Chr1,6413873,+,2.94,1,1,1
Chr1,6424832,-,3.23,1,0.856,1
Chr1,6436055,-,2.9,1,0.925,1
Chr1,6439088,-,3,1,1,1
Chr1,6458226,+,3.11,0.968,0.706,1
Chr1,6470649,+,2.44,0.993,0.768,1
Chr1,6473996,-,4.07,1,0.962,1
Chr1,6512164,+,1.96,0.209,0.1,0.359
Chr1,6515227,-,4.46,1,0.884,1
Chr1,6523985,-,11.28,0.632,0.521,0.72
Chr1,6531538,+,3.99,1,1,1
Chr1,6533363,+,3.56,0.994,0.907,1
Chr1,6550844,+,3.27,1,0.865,1
Chr1,6559665,-,3,1,0.9,1
Chr1,6560783,+,2.38,1,1,1
Chr1,6562385,-,2.63,1,1,1
Chr1,6570240,-,2.72,1,1,1
Chr1,6574006,-,3.84,0.985,0.909,1
Chr1,6574977,-,1.67,0.541,0.461,0.667
Chr1,6585727,-,1.65,0.681,0.577,0.783
Chr1,6586011,+,2.34,1,1,1
Chr1,6588734,+,6.67,1,0.789,1
Chr1,6592204,+,6.3,1,0.831,1
Chr1,6592401,-,3.98,0.986,0.818,1
Chr1,6595758,-,5.77,0.995,0.875,1
Chr1,6605347,-,2.1,0.755,0.606,0.889
Chr1,6640388,-,5.04,0.936,0.71,1
Chr1,6640742,-,10.67,1,0.992,1
Chr1,6641493,+,2.04,0.449,0.278,0.575
Chr1,6648841,-,4.35,1,0.813,1
Chr1,6658582,-,2.99,0.98,0.818,1
Chr1,6659586,-,3.67,0.963,0.76,1
Chr1,6669265,+,1.65,0.508,0.397,0.637
Chr1,6682389,-,2.72,1,0.753,1
Chr1,6730428,+,3.39,0.966,0.74,1
Chr1,6733045,-,5.64,0.996,0.849,1
Chr1,6748316,+,2.75,1,0.862,1
Chr1,6748599,-,3.58,1,1,1
Chr1,6752526,+,3.01,1,0.964,1
Chr1,6754899,-,3.17,1,0.981,1
Chr1,6757790,+,4.36,1,0.724,1
Chr1,6779280,-,4.81,1,0.797,1
Chr1,6784408,+,3.69,0.979,0.838,0.987
Chr1,6811456,+,3.72,0.986,0.948,1
Chr1,6817519,-,3.43,1,0.849,1
Chr1,6818445,-,6.82,1,0.975,1
Chr1,6820094,+,3.79,0.985,0.75,1
Chr1,6831545,+,3.44,1,0.903,1
Chr1,6835572,+,2.63,0.997,0.764,1
Chr1,6848831,-,1.86,1,0.729,1
Chr1,6859625,+,3.14,1,0.802,1
Chr1,6861373,+,1.69,0.757,0.563,0.83
Chr1,6865221,+,2.3,0.585,0.45,0.717
Chr1,6870706,+,2.89,1,0.782,1
Chr1,6886263,+,1.41,1,0.741,1
Chr1,6906244,-,3.4,0.983,0.898,1
Chr1,6963225,-,5.71,0.994,0.858,1
Chr1,6995825,+,5.35,1,0.828,1
Chr1,7018214,-,4.04,1,0.985,1
Chr1,7018218,-,5.43,1,0.945,1
Chr1,7019344,-,5.18,1,0.819,1
Chr1,7055552,+,2.91,0.699,0.582,0.838
Chr1,7071255,-,7.13,1,0.973,1
Chr1,7115878,-,5.4,1,1,1
Chr1,7132395,+,2.39,0.985,0.734,1
Chr1,7157058,-,3.98,1,0.965,1
Chr1,7157141,-,3.63,0.972,0.762,1
Chr1,7175009,+,3.81,1,0.781,1
Chr1,7208010,+,4.71,0.928,0.716,1
Chr1,7208092,+,4.85,0.998,0.8,0.999
Chr1,7210228,-,4.68,0.993,0.992,1
Chr1,7211442,-,3.18,0.99,0.89,1
Chr1,7226669,-,3.89,1,0.855,1
Chr1,7241393,+,7.86,1,0.917,1
Chr1,7244534,+,5.14,1,1,1
Chr1,7246982,-,2.47,0.967,0.769,1
Chr1,7247062,+,4.54,0.989,0.882,0.996
Chr1,7259580,+,8.28,0.996,0.992,1
Chr1,7279981,+,4.5,1,1,1
Chr1,7283386,+,3.71,1,1,1
Chr1,7284061,+,3.15,0.984,0.763,1
Chr1,7287512,-,4.02,0.979,0.755,1
Chr1,7287778,+,3.98,0.984,0.796,1
Chr1,7292241,+,3.24,0.88,0.729,1
Chr1,7308038,-,2.85,1,0.701,1
Chr1,7316401,+,4.7,0.94,0.712,1
Chr1,7316719,-,6.25,1,0.938,1
Chr1,7327123,-,3.22,1,1,1
Chr1,7328550,+,6.25,0.979,0.736,1
Chr1,7351843,-,2.95,1,0.744,1
Chr1,7388003,+,1.69,0.468,0.343,0.614
Chr1,7415837,+,6.9,0.997,0.994,1
Chr1,7422255,-,4.68,1,1,1
Chr1,7431219,+,11.52,1,1,1
Chr1,7467359,+,3.81,1,1,1
Chr1,7472670,+,4.4,1,0.907,1
Chr1,7486827,+,2.43,0.956,0.75,1
Chr1,7502518,+,1.88,0.822,0.658,0.896
Chr1,7502665,-,2.7,0.958,0.709,1
Chr1,7510274,+,6.45,1,1,1
Chr1,7514007,-,1.78,0.819,0.707,0.855
Chr1,7520456,-,5.5,0.943,0.711,1
Chr1,7520573,+,2.23,1,0.826,1
Chr1,7532206,+,2.05,0.574,0.41,0.689
Chr1,7550163,+,1.99,0.556,0.427,0.724
Chr1,7578718,+,3.31,1,1,1
Chr1,7590000,+,5.78,1,0.918,1
Chr1,7590083,-,6.67,1,0.857,1
Chr1,7594567,-,2.59,1,0.766,1
Chr1,7602260,+,3.01,0.992,0.795,1
Chr1,7607162,+,3.66,1,0.827,1
Chr1,7607171,-,7.74,0.972,0.965,0.984
Chr1,7632989,-,2.2,1,0.974,1
Chr1,7633374,+,1.78,0.504,0.379,0.606
Chr1,7634974,+,6.91,1,0.987,1
Chr1,7644765,+,3.57,0.923,0.857,1
Chr1,7648234,-,2.71,0.994,0.992,0.999
Chr1,7648774,+,3.52,0.984,0.707,1
Chr1,7683230,-,3.5,1,0.938,1
Chr1,7687947,-,3.31,0.97,0.724,1
Chr1,7694730,+,3.66,1,0.799,1
Chr1,7703287,+,3.46,1,1,1
Chr1,7712318,-,4.3,1,0.753,1
Chr1,7729946,+,5.58,1,0.882,1
Chr1,7737619,-,3.75,1,0.759,1
Chr1,7737687,-,5.81,0.996,0.829,1
Chr1,7745056,-,2.76,0.878,0.734,0.98
Chr1,7759708,-,1.94,0.656,0.588,0.733
Chr1,7759729,-,1.82,0.938,0.734,0.951
Chr1,7774376,+,2.92,0.984,0.729,1
Chr1,7775603,+,3.38,1,0.764,1
Chr1,7775797,+,2.61,1,0.814,1
Chr1,7795233,-,2.72,1,0.92,1
Chr1,7795877,-,4.63,0.939,0.76,1
Chr1,7798474,-,2.86,0.997,0.954,1
Chr1,7809602,+,2.05,0.664,0.589,0.747
Chr1,7818992,+,3.39,1,0.899,1
Chr1,7820644,-,2.9,0.982,0.742,1
Chr1,7826357,-,3.77,0.966,0.716,1
Chr1,7827145,+,2.67,0.995,0.993,1
Chr1,7834102,-,4.06,1,0.881,1
Chr1,7834667,-,3.55,0.994,0.988,1
Chr1,7839359,-,3,0.983,0.717,1
Chr1,7841923,-,2.19,0.841,0.636,0.889
Chr1,7845077,-,2.41,1,0.881,1
Chr1,7871126,+,2.17,0.992,0.945,1
Chr1,7875384,+,2.77,0.99,0.8,1
Chr1,7885311,-,3.45,1,0.784,1
Chr1,7895498,-,3.18,0.953,0.825,1
Chr1,7899750,+,2.84,0.99,0.729,1
Chr1,7911623,+,3.39,1,0.782,1
Chr1,7913549,-,3.96,1,0.854,1
Chr1,7926012,+,2.51,1,0.994,1
Chr1,7927535,-,4.21,1,0.978,1
Chr1,7981016,-,3.25,1,0.717,1
Chr1,7991774,+,1.73,0.344,0.224,0.479
Chr1,8020023,-,4.02,0.932,0.703,1
Chr1,8027765,+,1.62,0.162,0.044,0.331
Chr1,8053868,-,1.75,0.836,0.575,0.867
Chr1,8060412,+,3.72,1,0.912,1
Chr1,8072198,-,2.54,0.987,0.717,0.992
Chr1,8094141,+,3.47,1,0.77,1
Chr1,8100598,+,1.75,0.504,0.354,0.642
Chr1,8116032,+,4.96,1,1,1
Chr1,8118115,+,2.67,0.989,0.756,1
Chr1,8124552,-,3.38,1,0.844,1
Chr1,8165641,+,6.73,1,0.984,1
Chr1,8179160,-,3.8,1,0.956,1
Chr1,8179817,+,3.89,1,0.783,1
Chr1,8184188,+,7.1,0.938,0.759,1
Chr1,8195472,+,2.49,0.965,0.723,0.983
Chr1,8208685,+,3.15,0.961,0.711,1
Chr1,8212918,+,3.46,0.981,0.956,1
Chr1,8216957,-,3.54,0.986,0.754,1
Chr1,8230328,+,2.53,1,0.808,1
Chr1,8246704,+,1.61,0.851,0.818,0.892
Chr1,8247342,+,7.46,1,1,1
Chr1,8250565,-,3.8,0.992,0.879,0.996
Chr1,8281256,+,3.95,1,0.772,1
Chr1,8283199,-,3.41,1,0.716,1
Chr1,8295211,+,1.6,0.587,0.408,0.68
Chr1,8298564,-,5.26,1,0.854,1
Chr1,8326644,-,2.26,0.932,0.744,1
Chr1,8334413,+,2.98,1,0.726,1
Chr1,8335914,+,3.56,1,0.838,1
Chr1,8337836,+,3.62,1,0.941,1
Chr1,8341423,-,3,1,1,1
Chr1,8374005,+,4.22,1,1,1
Chr1,8392381,-,7.84,1,1,1
Chr1,8397398,+,4.42,0.997,0.996,1
Chr1,8420103,+,3.24,1,0.804,1
Chr1,8442449,-,2,0.437,0.322,0.573
Chr1,8450285,-,3.52,0.985,0.735,1
Chr1,8461249,-,3.48,1,0.713,1
Chr1,8461410,-,5.31,1,0.836,1
Chr1,8468735,+,4.97,1,0.928,1
Chr1,8476179,+,1.54,0.64,0.534,0.731
Chr1,8476753,+,3.52,0.93,0.714,1
Chr1,8485467,+,2.39,0.201,0.045,0.327
Chr1,8487715,+,3.69,0.959,0.741,0.978
Chr1,8501685,-,3.23,0.93,0.842,1
Chr1,8503788,+,3.41,1,0.768,1
Chr1,8510470,+,4.97,1,0.81,1
Chr1,8520424,-,3.64,0.997,0.995,1
Chr1,8529790,-,4.49,1,0.969,1
Chr1,8541999,-,3.09,1,0.709,1
Chr1,8565561,-,3.09,0.922,0.755,0.98
Chr1,8566580,+,3.62,0.953,0.729,1
Chr1,8567090,-,4.21,1,1,1
Chr1,8572912,+,3.11,0.987,0.809,1
Chr1,8598410,+,8.91,0.924,0.712,1
Chr1,8601149,+,3.12,0.994,0.881,1
Chr1,8603979,-,1.98,1,1,1
Chr1,8612897,+,3.32,1,0.887,1
Chr1,8612906,-,3.91,1,0.824,1
Chr1,8615632,+,3.75,0.934,0.732,0.997
Chr1,8624562,-,3.72,1,0.904,1
Chr1,8625858,-,3.6,1,0.799,1
Chr1,8631940,-,4.32,1,0.755,1
Chr1,8638361,+,5.65,1,0.943,1
Chr1,8641158,-,2.34,1,1,1
Chr1,8657176,-,2.44,1,0.783,1
Chr1,8663375,+,3.99,1,1,1
Chr1,8668776,+,3.94,1,0.927,1
Chr1,8671279,+,4.55,0.983,0.745,1
Chr1,8671500,-,4.96,0.996,0.853,1
Chr1,8672019,+,7.11,1,0.962,1
Chr1,8673846,+,3.34,1,0.909,1
Chr1,8695713,+,2.56,1,0.812,1
Chr1,8728057,+,4.81,0.972,0.765,1
Chr1,8729851,-,5.03,1,0.927,1
Chr1,8730322,+,4.06,1,0.87,1
Chr1,8730697,-,6.07,0.991,0.862,0.997
Chr1,8731310,-,2.65,0.997,0.763,0.999
Chr1,8731593,-,2.38,1,0.716,1
Chr1,8733407,-,3.88,1,0.795,1
Chr1,8735856,-,3.78,1,0.806,1
Chr1,8736064,+,5.33,1,0.781,1
Chr1,8737957,-,4.76,0.982,0.778,1
Chr1,8743423,-,4.49,0.961,0.77,0.997
Chr1,8747467,-,3.24,0.941,0.714,1
Chr1,8748569,+,6.09,1,0.87,1
Chr1,8750466,-,1.59,0.701,0.605,0.782
Chr1,8753873,+,3.47,0.981,0.759,1
Chr1,8754017,-,2.44,0.934,0.701,1
Chr1,8762263,+,4.9,1,0.799,1
Chr1,8768257,+,2.52,1,0.738,1
Chr1,8786653,+,3.96,0.995,0.802,1
Chr1,8787036,+,3.17,1,0.834,1
Chr1,8787231,+,3.04,1,0.905,1
Chr1,8788781,-,4.04,0.951,0.755,1
Chr1,8790931,+,2.59,1,0.955,1
Chr1,8791002,+,3.23,1,0.853,1
Chr1,8791645,+,2.27,1,0.791,1
Chr1,8792719,-,2.53,0.94,0.741,1
Chr1,8797351,-,1.9,1,1,1
Chr1,8797502,+,3.2,1,0.784,1
Chr1,8824830,+,4.75,1,0.751,1
Chr1,8825709,+,4.08,1,1,1
Chr1,8859983,+,1.72,0.758,0.558,0.856
Chr1,8879780,+,3.41,1,0.795,1
Chr1,8885717,+,3.82,1,0.823,1
Chr1,8893651,+,5.66,1,0.948,1
Chr1,8899484,-,3.11,0.977,0.977,0.994
Chr1,8902932,+,5.43,0.984,0.74,1
Chr1,8919756,-,4.69,0.995,0.821,1
Chr1,8945198,+,3.19,0.986,0.719,1
Chr1,8952449,+,3.52,1,0.862,1
Chr1,8954281,-,2.23,0.991,0.919,0.994
Chr1,8957438,+,1.71,0.663,0.603,0.725
Chr1,8971630,+,3.24,0.984,0.738,1
Chr1,8971753,-,2.16,0.743,0.554,0.835
Chr1,8998390,-,3.39,1,0.802,1
Chr1,9023741,+,2.75,0.888,0.711,1
Chr1,9023743,+,3.13,0.953,0.789,1
Chr1,9026229,+,2.61,1,0.759,1
Chr1,9040112,-,2.8,1,0.716,1
Chr1,9048032,+,2.56,1,0.806,1
Chr1,9050817,+,6.84,0.986,0.955,0.992
Chr1,9056063,-,2.95,0.947,0.753,1
Chr1,9062251,-,3.81,1,1,1
Chr1,9078188,+,3.53,1,1,1
Chr1,9078248,+,3.99,0.999,0.788,1
Chr1,9078341,+,2.32,0.999,0.979,1
Chr1,9098324,-,3.25,1,1,1
Chr1,9130864,-,4.61,1,0.817,1
Chr1,9134086,-,3.49,0.995,0.984,0.999
Chr1,9138249,+,5.35,1,0.903,1
Chr1,9144781,-,3.49,1,0.961,1
Chr1,9144936,+,4.23,1,0.823,1
Chr1,9145991,+,1.77,0.756,0.657,0.855
Chr1,9175678,-,2.01,0.456,0.321,0.6
Chr1,9175734,-,2.7,0.995,0.764,1
Chr1,9175766,-,2.47,1,0.716,1
Chr1,9175790,-,2.45,1,0.895,1
